id_starname,cks_steff,cks_steff_err1,cks_steff_err2,cks_smet,cks_smet_err1,cks_smet_err2,m17_kmag,m17_kmag_err,gaia2_sparallax,gaia2_sparallax_err,gdir_srad,gdir_srad_err1,gdir_srad_err2,giso_smass,giso_smass_err1,giso_smass_err2,giso_slogage,giso_slogage_err1,giso_slogage_err2,gaia2_gflux_ratio,fur17_rcorr_avg
K00738,5378, 60, -60,-0.44,0.04,-0.04,13.657,0.045,1.227,0.038,0.732,0.033,-0.031,0.761,0.024,-0.028,9.74,0.26,-0.44,1.125,nan
K00749,5356, 60, -60,0.09,0.04,-0.04,13.633,0.052,1.045,0.027,0.861,0.037,-0.035,0.904,0.029,-0.030,9.62,0.26,-0.47,1.013,nan
K00752,5539, 60, -60,0.10,0.04,-0.04,13.648,0.054,0.948,0.025,0.925,0.040,-0.038,0.954,0.035,-0.034,9.60,0.23,-0.40,1.000,nan
K00756,5660, 60, -60,0.18,0.04,-0.04,14.132,0.072,0.633,0.028,1.104,0.068,-0.063,1.006,0.035,-0.033,9.83,0.12,-0.19,1.000,1.0083
K00757,5002, 60, -60,0.06,0.04,-0.04,13.785,0.054,1.235,0.034,0.706,0.032,-0.030,0.808,0.017,-0.021,9.31,0.43,-0.56,1.046,1.0221
K00759,5253, 60, -60,-0.21,0.04,-0.04,13.299,0.037,1.374,0.025,0.773,0.026,-0.026,0.784,0.032,-0.028,9.86,0.20,-0.37,1.000,nan
K00760,5742, 60, -60,0.10,0.04,-0.04,13.805,0.060,0.785,0.024,1.018,0.048,-0.046,1.011,0.033,-0.035,9.60,0.19,-0.33,1.000,nan
K00771,5652, 60, -60,0.17,0.04,-0.04,13.254,0.043,0.958,0.022,1.085,0.041,-0.039,1.001,0.035,-0.033,9.83,0.11,-0.15,1.388,1.1870
K00800,5911, 60, -60,0.22,0.04,-0.04,14.065,0.069,0.602,0.029,1.171,0.076,-0.069,1.129,0.031,-0.033,9.46,0.18,-0.32,1.000,nan
K00806,5464, 60, -60,0.16,0.04,-0.04,13.581,0.048,1.119,0.032,0.819,0.036,-0.034,0.945,0.016,-0.022,9.10,0.38,-0.46,1.016,1.0098
K00825,4897, 60, -60,0.22,0.04,-0.04,13.172,0.036,1.545,0.024,0.759,0.026,-0.025,0.829,0.019,-0.022,9.48,0.36,-0.56,1.027,nan
K00829,5766, 60, -60,0.00,0.04,-0.04,13.807,0.051,0.757,0.033,1.057,0.060,-0.055,0.966,0.035,-0.033,9.82,0.13,-0.20,1.455,1.0540
K00834,5800, 60, -60,0.34,0.04,-0.04,13.512,0.039,0.580,0.022,1.567,0.076,-0.072,1.229,0.035,-0.062,9.68,0.12,-0.06,1.000,nan
K00835,4939, 60, -60,0.17,0.04,-0.04,13.133,0.035,1.568,0.031,0.759,0.027,-0.026,0.831,0.019,-0.025,9.48,0.37,-0.54,1.039,nan
K00837,4918, 60, -60,0.41,0.04,-0.04,13.464,0.033,1.364,0.035,0.748,0.030,-0.028,0.868,0.017,-0.019,9.28,0.39,-0.55,1.048,1.0072
K00841,5264, 60, -60,0.12,0.04,-0.04,14.118,0.065,0.983,0.036,0.744,0.041,-0.038,0.885,0.019,-0.019,9.17,0.42,-0.48,1.263,1.0138
K00853,4876, 60, -60,-0.02,0.04,-0.04,13.238,0.033,1.691,0.031,0.673,0.023,-0.023,0.748,0.017,-0.021,9.43,0.41,-0.69,1.007,nan
K00857,5149, 60, -60,0.26,0.04,-0.04,13.064,0.033,1.466,0.020,0.815,0.026,-0.025,0.904,0.018,-0.023,9.27,0.39,-0.55,1.000,1.0011
K00864,5498, 60, -60,0.07,0.04,-0.04,13.730,0.047,0.990,0.032,0.857,0.040,-0.037,0.933,0.021,-0.026,9.38,0.32,-0.43,1.359,nan
K00869,5105, 60, -60,0.12,0.04,-0.04,13.639,0.053,1.186,0.034,0.780,0.035,-0.034,0.856,0.020,-0.026,9.49,0.35,-0.52,1.000,nan
K00870,4674, 60, -60,0.02,0.04,-0.04,12.719,0.028,2.306,0.024,0.641,0.020,-0.019,0.701,0.012,-0.014,9.46,0.39,-0.63,1.000,nan
K00872,5162, 60, -60,0.17,0.04,-0.04,13.347,0.028,1.312,0.028,0.797,0.028,-0.027,0.883,0.020,-0.025,9.37,0.37,-0.52,1.000,nan
K00874,5088, 60, -60,0.20,0.04,-0.04,13.038,0.031,1.622,0.023,0.757,0.024,-0.023,0.853,0.012,-0.015,9.10,0.39,-0.52,1.000,nan
K00880,5401, 60, -60,0.20,0.04,-0.04,13.518,0.048,1.131,0.027,0.835,0.034,-0.032,0.946,0.017,-0.024,9.15,0.39,-0.49,1.010,nan
K00881,4927, 60, -60,-0.08,0.04,-0.04,13.841,0.052,1.172,0.042,0.737,0.038,-0.036,0.760,0.024,-0.025,9.81,0.24,-0.47,1.000,nan
K00884,5060, 60, -60,0.30,0.04,-0.04,13.051,0.026,1.531,0.031,0.788,0.027,-0.026,0.887,0.016,-0.022,9.33,0.38,-0.50,1.036,nan
K00889,5306, 60, -60,0.23,0.04,-0.04,13.118,0.029,1.222,0.026,0.948,0.033,-0.032,0.921,0.035,-0.032,9.89,0.15,-0.24,1.129,nan
K00892,5064, 60, -60,-0.06,0.04,-0.04,13.135,0.029,1.599,0.022,0.730,0.023,-0.022,0.795,0.015,-0.029,9.44,0.41,-0.65,1.000,nan
K00896,4973, 60, -60,0.17,0.04,-0.04,13.357,0.053,1.378,0.023,0.773,0.030,-0.029,0.838,0.018,-0.027,9.53,0.35,-0.52,1.075,nan
K00906,5007, 60, -60,0.01,0.04,-0.04,13.483,0.036,1.339,0.028,0.748,0.028,-0.026,0.806,0.020,-0.029,9.58,0.35,-0.56,1.025,nan
K00907,5492, 60, -60,-0.06,0.04,-0.04,13.632,0.042,1.107,0.031,0.809,0.033,-0.032,0.891,0.019,-0.027,9.30,0.34,-0.56,1.195,nan
K00918,5399, 60, -60,0.14,0.04,-0.04,13.222,0.037,1.343,0.024,0.802,0.027,-0.026,0.912,0.016,-0.017,9.11,0.35,-0.52,1.000,nan
K00921,5081, 60, -60,0.15,0.04,-0.04,13.534,0.048,1.217,0.028,0.799,0.033,-0.031,0.860,0.023,-0.028,9.57,0.32,-0.50,1.000,nan
K00934,5503, 60, -60,-0.13,0.04,-0.04,14.254,0.068,0.744,0.036,0.902,0.059,-0.054,0.849,0.034,-0.027,9.93,0.14,-0.30,1.063,nan
K00935,6088, 60, -60,-0.09,0.04,-0.04,13.871,0.050,0.625,0.023,1.211,0.060,-0.056,1.038,0.031,-0.030,9.72,0.09,-0.11,1.000,nan
K00939,5608, 60, -60,0.26,0.04,-0.04,13.424,0.043,0.999,0.022,0.963,0.036,-0.035,1.037,0.024,-0.028,9.26,0.32,-0.51,1.006,nan
K00941,5118, 60, -60,0.40,0.04,-0.04,13.372,nan,1.307,0.028,0.801,0.027,-0.026,0.916,0.017,-0.017,9.17,0.38,-0.49,1.019,1.0012
K00954,5511, 60, -60,-0.09,0.04,-0.04,13.555,0.029,1.022,0.025,0.897,0.033,-0.031,0.867,0.035,-0.029,9.90,0.14,-0.24,1.006,nan
K00958,4925, 60, -60,-0.01,0.04,-0.04,10.410,0.017,5.908,0.022,0.702,0.018,-0.018,0.770,0.007,-0.024,9.33,0.41,-0.49,1.002,nan
K00974,6318, 60, -60,-0.05,0.04,-0.04,8.407,0.012,4.727,0.028,1.917,0.040,-0.039,1.337,0.028,-0.094,9.46,0.12,-0.05,1.000,nan
K00975,6202, 60, -60,-0.04,0.04,-0.04,6.945,0.018,9.239,0.032,1.940,0.042,-0.041,1.245,0.102,-0.032,9.60,0.04,-0.14,1.000,1.0019
K00981,5050, 60, -60,-0.14,0.04,-0.04,8.716,0.013,1.755,0.024,5.125,0.145,-0.141,1.555,0.099,-0.130,9.29,0.13,-0.11,1.001,nan
K00986,5541, 60, -60,0.29,0.04,-0.04,12.494,0.026,1.618,0.018,0.917,0.025,-0.025,1.013,0.021,-0.018,9.06,0.36,-0.51,1.029,1.0138
K00987,5509, 60, -60,0.12,0.04,-0.04,10.777,0.012,3.609,0.026,0.918,0.022,-0.021,0.953,0.033,-0.032,9.56,0.22,-0.44,1.027,1.0024
K00988,5121, 60, -60,0.11,0.04,-0.04,11.585,0.021,3.174,0.017,0.749,0.020,-0.019,0.834,0.010,-0.010,8.94,0.46,-0.51,1.003,nan
K00991,5495, 60, -60,-0.14,0.04,-0.04,11.931,0.018,2.247,0.023,0.862,0.022,-0.022,0.845,0.036,-0.029,9.89,0.14,-0.22,1.001,nan
K00993,5549, 60, -60,-0.32,0.04,-0.04,12.732,0.025,1.655,0.020,0.816,0.023,-0.022,0.816,0.030,-0.029,9.80,0.18,-0.29,1.017,nan
K00999,5113, 60, -60,-0.08,0.04,-0.04,13.548,0.048,1.350,0.028,0.714,0.028,-0.027,0.793,0.015,-0.024,9.35,0.42,-0.64,1.119,1.0372
K01001,6284, 60, -60,0.13,0.04,-0.04,11.591,0.020,1.086,0.020,1.957,0.056,-0.054,1.426,0.023,-0.029,9.39,0.04,-0.03,1.001,nan
K01010,6104, 60, -60,-0.06,0.04,-0.04,12.188,0.022,1.039,0.016,1.569,0.043,-0.042,1.128,0.055,-0.041,9.72,0.07,-0.10,1.000,nan
K01015,5948, 60, -60,-0.10,0.04,-0.04,13.103,0.034,0.796,0.020,1.363,0.050,-0.048,1.002,0.028,-0.027,9.90,0.05,-0.05,1.029,nan
K01019,5018, 60, -60,0.17,0.04,-0.04,8.206,0.015,3.355,0.022,3.399,0.088,-0.086,1.490,0.069,-0.084,9.44,0.09,-0.06,1.001,1.0000
K01032,4921, 60, -60,0.08,0.04,-0.04,11.582,0.020,0.955,0.015,2.594,0.080,-0.077,1.094,0.067,-0.069,9.91,0.10,-0.09,1.016,1.0003
K01050,5067, 60, -60,0.08,0.04,-0.04,11.879,0.028,2.530,0.017,0.821,0.023,-0.022,0.829,0.029,-0.025,9.93,0.14,-0.25,1.080,1.0374
K01052,5871, 60, -60,-0.11,0.04,-0.04,13.897,0.051,0.806,0.028,0.945,0.046,-0.043,0.970,0.029,-0.034,9.45,0.26,-0.44,1.000,nan
K01054,5946, 60, -60,-0.41,0.04,-0.04,10.066,0.018,0.605,0.020,7.341,0.296,-0.281,2.130,0.016,-0.020,-inf,nan,nan,1.001,nan
K01060,6360, 60, -60,-0.21,0.04,-0.04,13.110,0.035,0.690,0.019,1.518,0.058,-0.055,1.130,0.044,-0.039,9.64,0.07,-0.08,1.000,nan
K01069,5239, 60, -60,0.30,0.04,-0.04,13.239,0.030,1.287,0.025,0.847,0.029,-0.028,0.930,0.028,-0.022,9.42,0.29,-0.48,1.000,nan
K01089,5848, 60, -60,0.15,0.04,-0.04,13.103,0.034,1.022,0.020,1.077,0.035,-0.034,1.072,0.038,-0.034,9.44,0.20,-0.33,1.013,nan
K01102,6022, 60, -60,-0.04,0.04,-0.04,13.372,0.037,0.889,0.024,1.084,0.041,-0.040,1.046,0.035,-0.034,9.48,0.18,-0.29,1.019,1.0050
K01113,6097, 60, -60,0.04,0.04,-0.04,12.382,0.026,1.198,0.016,1.242,0.033,-0.032,1.109,0.030,-0.029,9.60,0.09,-0.11,1.000,nan
K01115,5641, 60, -60,0.12,0.04,-0.04,12.299,0.026,0.909,0.019,1.783,0.058,-0.056,1.095,0.025,-0.021,9.89,0.03,-0.03,1.003,nan
K01116,5736, 60, -60,0.04,0.04,-0.04,11.888,0.020,1.852,0.014,1.043,0.025,-0.025,0.973,0.033,-0.033,9.80,0.12,-0.15,1.004,nan
K01117,6513, 60, -60,-0.02,0.04,-0.04,11.640,0.020,1.114,0.022,1.825,0.053,-0.051,1.373,0.027,-0.021,9.37,0.03,-0.04,1.000,nan
K01118,6010, 60, -60,-0.04,0.04,-0.04,12.430,nan,1.110,0.018,1.324,0.036,-0.035,1.045,0.031,-0.029,9.81,0.06,-0.07,1.079,nan
K01120,4929, 60, -60,0.17,0.04,-0.04,9.949,0.018,1.155,0.025,4.538,0.165,-0.159,1.557,0.123,-0.126,9.39,0.12,-0.11,1.014,nan
K01126,5283, 60, -60,0.04,0.04,-0.04,13.346,0.035,1.204,0.029,0.866,0.033,-0.031,0.863,0.030,-0.028,9.86,0.17,-0.29,1.218,1.0269
K01127,5619, 60, -60,0.40,0.04,-0.04,13.961,0.053,0.466,0.034,1.633,0.140,-0.123,1.171,0.067,-0.057,9.81,0.09,-0.10,1.000,nan
K01128,5354, 60, -60,-0.04,0.04,-0.04,11.774,0.021,2.532,0.013,0.834,0.021,-0.020,0.864,0.026,-0.032,9.71,0.21,-0.27,1.000,nan
K01145,6007, 60, -60,0.09,0.04,-0.04,12.685,0.024,1.228,0.019,1.073,0.030,-0.029,1.100,0.026,-0.030,9.15,0.27,-0.39,1.040,nan
K01148,6099, 60, -60,0.15,0.04,-0.04,12.627,0.019,1.078,0.014,1.226,0.031,-0.030,1.170,0.036,-0.033,9.42,0.12,-0.23,1.009,nan
K01151,5470, 60, -60,-0.17,0.04,-0.04,11.745,0.021,2.496,0.023,0.849,0.022,-0.021,0.829,0.033,-0.028,9.93,0.13,-0.20,1.000,1.0177
K01161,5439, 60, -60,0.04,0.04,-0.04,12.708,0.025,1.148,0.017,1.209,0.036,-0.035,0.910,0.014,-0.011,10.12,0.01,-0.03,1.000,nan
K01162,5684, 60, -60,-0.22,0.04,-0.04,11.325,0.013,2.262,0.029,1.112,0.028,-0.028,0.856,0.018,-0.011,10.11,0.02,-0.04,1.000,nan
K01163,5217, 60, -60,-0.28,0.04,-0.04,13.217,0.027,1.425,0.022,0.780,0.024,-0.023,0.756,0.026,-0.017,10.02,0.09,-0.19,1.000,nan
K01165,5381, 60, -60,-0.01,0.04,-0.04,12.287,0.017,1.962,0.018,0.848,0.022,-0.021,0.881,0.036,-0.032,9.67,0.23,-0.51,1.004,1.0011
K01168,6141, 60, -60,0.06,0.04,-0.04,12.595,0.021,0.606,0.015,2.224,0.076,-0.073,1.428,0.045,-0.112,9.43,0.12,-0.05,1.003,nan
K01169,5638, 60, -60,0.12,0.04,-0.04,11.715,0.013,2.011,0.012,1.044,0.024,-0.024,0.970,0.035,-0.033,9.87,0.11,-0.14,1.007,nan
K01175,5640, 60, -60,0.10,0.04,-0.04,11.617,0.014,0.791,0.012,2.789,0.076,-0.074,1.443,0.005,-0.033,9.46,0.02,-0.02,1.000,nan
K01196,5684, 60, -60,-0.16,0.04,-0.04,13.456,0.039,0.775,0.024,1.232,0.053,-0.050,0.883,0.019,-0.014,10.11,0.02,-0.04,1.020,nan
K01198,6179, 60, -60,0.08,0.04,-0.04,13.957,0.057,0.517,0.031,1.400,0.102,-0.092,1.189,0.036,-0.037,9.53,0.07,-0.10,1.009,1.0103
K01199,4772, 60, -60,0.11,0.04,-0.04,12.706,0.029,2.085,0.027,0.708,0.023,-0.022,0.769,0.012,-0.021,9.51,0.36,-0.58,1.005,1.0020
K01203,5693, 60, -60,-0.29,0.04,-0.04,13.838,0.053,0.899,0.034,0.889,0.045,-0.043,0.845,0.034,-0.029,9.87,0.16,-0.27,1.000,nan
K01206,5834, 60, -60,0.12,0.04,-0.04,12.052,0.023,0.662,0.018,2.727,0.101,-0.096,1.420,0.035,-0.019,9.49,0.02,-0.03,1.009,1.0001
K01215,6065, 60, -60,0.09,0.04,-0.04,11.966,0.022,1.048,0.016,1.731,0.048,-0.046,1.263,0.031,-0.076,9.59,0.12,-0.05,1.002,nan
K01216,5995, 60, -60,-0.06,0.04,-0.04,12.011,0.021,1.098,0.017,1.635,0.045,-0.043,1.087,0.034,-0.025,9.81,0.04,-0.05,1.003,nan
K01218,5582, 60, -60,-0.02,0.04,-0.04,11.708,0.021,2.056,0.019,1.038,0.027,-0.026,0.890,0.028,-0.021,10.05,0.06,-0.08,1.051,1.0641
K01220,5319, 60, -60,0.17,0.04,-0.04,11.074,0.021,1.247,0.018,2.369,0.068,-0.066,1.274,0.022,-0.025,9.69,0.02,-0.02,1.000,nan
K01221,5002, 60, -60,0.33,0.04,-0.04,9.465,0.018,2.282,0.032,2.791,0.082,-0.079,1.414,0.030,-0.045,9.57,0.05,-0.03,1.000,1.0000
K01222,5082, 60, -60,0.09,0.04,-0.04,10.207,0.018,1.298,0.024,3.466,0.110,-0.106,1.518,0.067,-0.076,9.39,0.08,-0.06,1.003,1.0033
K01230,5119, 60, -60,0.01,0.04,-0.04,9.989,0.018,0.786,0.025,6.431,0.272,-0.257,2.069,0.029,-0.024,8.95,0.05,-0.05,1.004,1.0001
K01239,5747, 60, -60,-0.05,0.04,-0.04,13.517,0.051,1.022,0.032,0.900,0.042,-0.039,0.960,0.023,-0.031,9.32,0.33,-0.49,3.519,nan
K01240,5541, 60, -60,0.14,0.04,-0.04,12.844,0.022,1.306,0.018,0.971,0.027,-0.027,0.962,0.038,-0.034,9.75,0.16,-0.26,1.000,0.0000
K01241,4912, 60, -60,0.40,0.04,-0.04,10.227,0.018,1.120,0.028,4.063,0.150,-0.143,1.672,0.076,-0.128,9.34,0.11,-0.08,1.000,1.0000
K01242,6139, 60, -60,-0.01,0.04,-0.04,12.473,0.025,1.123,0.019,1.268,0.036,-0.035,1.104,0.030,-0.030,9.62,0.08,-0.09,1.004,1.0063
K01270,5203, 60, -60,0.08,0.04,-0.04,12.897,0.028,1.577,0.021,0.813,0.024,-0.024,0.871,0.023,-0.029,9.52,0.32,-0.49,1.000,nan
K01271,6263, 60, -60,-0.28,0.04,-0.04,12.349,0.023,0.960,0.014,1.570,0.042,-0.041,1.062,0.024,-0.025,9.76,0.04,-0.04,1.015,nan
K01274,5224, 60, -60,-0.23,0.04,-0.04,11.535,0.017,2.893,0.017,0.827,0.021,-0.020,0.777,0.018,-0.011,10.09,0.04,-0.08,1.000,1.0135
K01275,5854, 60, -60,0.03,0.04,-0.04,11.993,0.023,1.587,0.016,1.181,0.030,-0.029,1.005,0.032,-0.030,9.82,0.08,-0.10,1.036,nan
K01276,5486, 60, -60,0.14,0.04,-0.04,13.067,0.034,1.193,0.019,0.961,0.031,-0.030,0.941,0.038,-0.033,9.83,0.14,-0.22,1.000,nan
K01278,5656, 60, -60,-0.20,0.04,-0.04,13.650,0.046,0.772,0.024,1.129,0.050,-0.047,0.860,0.017,-0.013,10.11,0.02,-0.04,1.000,nan
K01279,5705, 60, -60,-0.02,0.04,-0.04,12.246,0.031,1.564,0.015,1.051,0.029,-0.028,0.927,0.032,-0.029,9.95,0.09,-0.11,1.007,1.0083
K01282,6112, 60, -60,-0.12,0.04,-0.04,11.200,0.018,1.591,0.024,1.625,0.043,-0.042,1.094,0.038,-0.026,9.77,0.04,-0.06,1.019,nan
K01283,5737, 60, -60,-0.25,0.04,-0.04,10.128,0.012,2.788,0.022,1.558,0.036,-0.035,0.923,0.019,-0.019,10.04,0.03,-0.03,1.002,nan
K01288,6026, 60, -60,0.06,0.04,-0.04,13.688,0.046,0.694,0.024,1.184,0.055,-0.052,1.094,0.033,-0.034,9.58,0.12,-0.19,1.000,nan
K01299,5002, 60, -60,0.07,0.04,-0.04,10.121,0.017,1.204,0.028,3.932,0.137,-0.132,1.487,0.103,-0.107,9.42,0.12,-0.09,1.000,1.0012
K01300,4759, 60, -60,0.03,0.04,-0.04,11.879,0.022,2.967,0.126,0.733,0.039,-0.036,0.758,0.023,-0.021,9.82,0.23,-0.45,1.109,1.0928
K01301,5219, 60, -60,-0.26,0.04,-0.04,14.079,0.085,0.994,0.030,0.755,0.042,-0.040,0.766,0.026,-0.026,9.85,0.21,-0.40,1.000,nan
K01305,5296, 60, -60,0.17,0.04,-0.04,13.319,0.039,1.238,0.023,0.846,0.030,-0.029,0.915,0.026,-0.026,9.46,0.30,-0.50,1.016,nan
K01306,5559, 60, -60,-0.25,0.04,-0.04,14.121,0.071,0.842,0.070,0.856,0.086,-0.074,0.830,0.031,-0.029,9.82,0.23,-0.48,1.000,nan
K01307,5547, 60, -60,0.12,0.04,-0.04,13.135,0.034,1.221,0.021,0.905,0.029,-0.028,0.963,0.033,-0.031,9.46,0.26,-0.54,1.000,nan
K01308,5639, 60, -60,0.02,0.04,-0.04,12.462,0.027,1.039,0.017,1.439,0.043,-0.042,0.965,0.024,-0.022,10.05,0.04,-0.04,1.000,nan
K01311,5864, 60, -60,-0.24,0.04,-0.04,12.119,0.022,1.620,0.015,1.065,0.027,-0.026,0.883,0.029,-0.026,9.99,0.07,-0.08,1.000,nan
K01314,5074, 60, -60,0.12,0.04,-0.04,11.191,0.017,0.818,0.015,3.497,0.110,-0.105,1.541,0.069,-0.079,9.38,0.08,-0.05,1.000,nan
K01315,6079, 60, -60,0.05,0.04,-0.04,11.837,0.022,1.613,0.013,1.184,0.028,-0.027,1.109,0.028,-0.031,9.52,0.12,-0.14,1.000,1.0079
K01316,5847, 60, -60,0.32,0.04,-0.04,10.562,0.025,1.880,0.021,1.861,0.049,-0.048,1.350,0.024,-0.102,9.57,0.14,-0.04,1.003,1.0085
K01332,5698, 60, -60,-0.24,0.04,-0.04,13.587,0.042,0.862,0.023,1.039,0.042,-0.040,0.842,0.022,-0.015,10.09,0.04,-0.06,1.006,nan
K01335,6443, 60, -60,0.15,0.04,-0.04,12.530,0.022,0.745,0.019,1.830,0.062,-0.059,1.433,0.029,-0.027,9.31,0.04,-0.05,1.002,nan
K01336,5776, 60, -60,0.10,0.04,-0.04,13.283,0.032,1.057,0.025,0.965,0.034,-0.033,1.024,0.024,-0.027,9.23,0.30,-0.44,1.020,nan
K01338,5680, 60, -60,-0.16,0.04,-0.04,13.053,0.033,1.187,0.018,0.967,0.030,-0.029,0.870,0.032,-0.028,9.97,0.09,-0.13,1.054,nan
K01344,6010, 60, -60,-0.32,0.04,-0.04,12.001,0.020,1.307,0.015,1.380,0.034,-0.033,0.932,0.022,-0.022,9.97,0.04,-0.04,1.007,nan
K01353,5989, 60, -60,0.03,0.04,-0.04,12.508,0.022,1.444,0.018,0.994,0.026,-0.025,1.061,0.011,-0.035,8.83,0.48,-0.39,1.002,1.0168
K01356,5719, 60, -60,0.22,0.04,-0.04,13.606,0.050,0.517,0.022,1.712,0.095,-0.088,1.140,0.065,-0.033,9.84,0.05,-0.11,1.005,nan
K01359,5756, 60, -60,-0.18,0.04,-0.04,13.532,0.034,0.941,0.025,0.967,0.037,-0.035,0.890,0.034,-0.031,9.89,0.12,-0.17,1.028,1.0082
K01360,4962, 60, -60,-0.10,0.04,-0.04,13.452,0.038,1.464,0.029,0.696,0.025,-0.025,0.756,0.019,-0.027,9.58,0.36,-0.52,1.000,nan
K01363,5637, 60, -60,0.23,0.04,-0.04,14.150,0.058,0.584,0.033,1.184,0.084,-0.076,1.023,0.031,-0.031,9.89,0.09,-0.13,1.008,nan
K01364,5248, 60, -60,0.04,0.04,-0.04,13.970,0.057,0.973,0.039,0.813,0.045,-0.042,0.865,0.021,-0.029,9.59,0.32,-0.55,1.000,nan
K01366,5483, 60, -60,0.10,0.04,-0.04,13.661,0.043,1.050,0.024,0.833,0.032,-0.030,0.934,0.016,-0.021,9.12,0.39,-0.49,1.007,1.0096
K01367,4965, 60, -60,-0.08,0.04,-0.04,12.992,0.027,1.762,0.019,0.716,0.021,-0.021,0.765,0.019,-0.028,9.59,0.36,-0.46,1.000,nan
K01375,6202, 60, -60,-0.19,0.04,-0.04,12.232,0.018,1.045,0.018,1.514,0.042,-0.041,1.075,0.047,-0.028,9.76,0.05,-0.08,1.000,1.0135
K01378,5582, 60, -60,-0.25,0.04,-0.04,11.700,0.014,1.222,0.016,1.783,0.047,-0.046,0.942,0.017,-0.018,10.02,0.02,-0.02,1.017,nan
K01379,5688, 60, -60,-0.08,0.04,-0.04,12.159,0.019,1.709,0.016,1.000,0.025,-0.024,0.903,0.033,-0.029,9.95,0.09,-0.12,1.000,nan
K01396,5513, 60, -60,0.11,0.04,-0.04,14.172,0.055,0.761,0.031,0.908,0.050,-0.046,0.947,0.029,-0.033,9.60,0.25,-0.39,1.000,nan
K01411,5672, 60, -60,0.34,0.04,-0.04,11.689,0.018,1.865,0.016,1.165,0.029,-0.028,1.078,0.033,-0.031,9.70,0.12,-0.16,1.004,1.0013
K01412,5936, 60, -60,0.14,0.04,-0.04,12.250,0.019,1.083,0.015,1.476,0.039,-0.038,1.159,0.034,-0.050,9.72,0.09,-0.07,1.000,nan
K01413,5253, 60, -60,-0.03,0.04,-0.04,12.717,0.028,0.612,0.024,2.271,0.112,-0.105,1.128,0.050,-0.037,9.81,0.06,-0.06,1.011,nan
K01421,5623, 60, -60,0.04,0.04,-0.04,13.695,0.044,0.841,0.033,1.015,0.051,-0.048,0.932,0.035,-0.031,9.90,0.12,-0.19,1.000,nan
K01426,5693, 60, -60,-0.11,0.04,-0.04,12.780,0.030,1.469,0.017,0.875,0.024,-0.024,0.927,0.025,-0.034,9.41,0.29,-0.49,1.000,nan
K01428,4773, 60, -60,-0.11,0.04,-0.04,12.515,0.029,2.344,0.017,0.686,0.020,-0.020,0.718,0.021,-0.022,9.77,0.26,-0.48,1.007,1.0074
K01431,5532, 60, -60,0.27,0.04,-0.04,11.814,0.025,2.143,0.015,0.944,0.024,-0.024,1.020,0.016,-0.031,9.29,0.32,-0.35,1.000,nan
K01432,5678, 60, -60,0.12,0.04,-0.04,13.436,0.044,0.975,0.023,0.973,0.038,-0.036,1.004,0.032,-0.035,9.51,0.24,-0.39,1.000,nan
K01436,5656, 60, -60,0.18,0.04,-0.04,12.706,0.027,1.415,0.020,0.940,0.027,-0.026,1.022,0.021,-0.029,9.16,0.35,-0.53,1.053,nan
K01438,5722, 60, -60,0.19,0.04,-0.04,12.431,0.025,0.750,0.015,2.006,0.064,-0.062,1.218,0.024,-0.025,9.74,0.03,-0.03,1.018,0.0000
K01439,5979, 60, -60,0.14,0.04,-0.04,11.527,0.023,1.241,0.024,1.794,0.054,-0.052,1.283,0.035,-0.091,9.60,0.13,-0.05,1.000,nan
K01442,5556, 60, -60,0.41,0.04,-0.04,10.911,0.023,2.980,0.022,1.022,0.026,-0.025,1.067,0.030,-0.034,9.46,0.22,-0.36,1.000,1.0019
K01444,6236, 60, -60,0.11,0.04,-0.04,12.587,0.024,0.642,0.019,2.107,0.081,-0.077,1.443,0.029,-0.053,9.40,0.08,-0.04,1.000,nan
K01445,6318, 60, -60,0.12,0.04,-0.04,11.151,0.016,1.783,0.021,1.434,0.034,-0.033,1.278,0.021,-0.039,9.35,0.11,-0.08,1.000,nan
K01463,6532, 60, -60,-0.04,0.04,-0.04,10.968,0.011,1.644,0.059,1.674,0.070,-0.066,1.324,0.028,-0.027,9.38,0.04,-0.05,1.002,1.0146
K01466,4817, 60, -60,0.26,0.04,-0.04,13.945,0.067,1.166,0.036,0.709,0.037,-0.035,0.820,0.017,-0.021,9.42,0.39,-0.52,1.000,nan
K01474,6383, 60, -60,0.17,0.04,-0.04,11.859,0.018,1.013,0.024,1.819,0.058,-0.056,1.427,0.027,-0.026,9.33,0.05,-0.05,1.000,nan
K01477,5259, 60, -60,-0.02,0.04,-0.04,13.996,0.046,0.989,0.033,0.778,0.036,-0.034,0.853,0.021,-0.028,9.46,0.37,-0.55,1.000,1.0052
K01478,5511, 60, -60,0.02,0.04,-0.04,10.862,0.021,3.374,0.022,0.935,0.023,-0.023,0.898,0.033,-0.029,9.90,0.12,-0.17,1.000,nan
K01480,4923, 60, -60,-0.19,0.04,-0.04,13.858,0.052,1.216,0.039,0.701,0.034,-0.032,0.730,0.024,-0.023,9.80,0.25,-0.49,1.000,nan
K01483,5801, 60, -60,0.29,0.04,-0.04,12.806,0.032,0.866,0.015,1.450,0.045,-0.044,1.173,0.030,-0.048,9.73,0.10,-0.07,1.000,nan
K01486,5703, 60, -60,0.16,0.04,-0.04,13.900,0.055,0.738,0.029,1.048,0.055,-0.052,1.021,0.032,-0.035,9.65,0.18,-0.31,1.012,1.0029
