iso_steff,iso_slogg_err2,iso_steff_err1,iso_steff_err2,iso_slogage,iso_smass,iso_sparallax_err1,iso_sparallax_err2,id_starname,iso_sparallax,iso_srad,iso_smet_err1,iso_smet_err2,iso_smass_err2,iso_smass_err1,iso_slogg_err1,iso_srad_err1,iso_smet,iso_srad_err2,iso_slogg,iso_slogage_err1,iso_slogage_err2,iso_sage,iso_sage_err1,iso_sage_err2
6041.0,-0.11,66.0,-68.0,9.62,1.185,0.19,-0.19,K00627,1.33,1.42,0.043,-0.041,-0.051,0.077,0.1,0.23,0.16,-0.18,4.21,0.07,-0.078,4.1686938347,0.729094358981,-0.685320684343
5718.0,-0.078,63.0,-64.0,9.82,0.873,0.13,-0.14,K00628,1.74,0.895,0.044,-0.043,-0.03,0.028,0.065,0.078,-0.305,-0.058,4.476,0.17,-0.33,6.60693448008,3.16543772948,-3.51663904756
6010.0,-0.097,64.0,-66.0,9.844,0.971,0.12,-0.14,K00629,1.15,1.19,0.043,-0.043,-0.031,0.039,0.084,0.16,-0.262,-0.11,4.273,0.059,-0.079,6.98232404077,1.0160185093,-1.16129186306
5401.0,-0.062,64.0,-65.0,9.66,0.922,0.12,-0.16,K00632,2.58,0.877,0.042,-0.042,-0.029,0.026,0.039,0.053,0.116,-0.034,4.519,0.3,-0.5,4.57088189615,4.54922649741,-3.1254421254
5754.0,-0.12,66.0,-66.0,9.918,0.957,0.19,-0.21,K00633,1.32,1.23,0.046,-0.046,-0.04,0.071,0.1,0.23,-0.15,-0.15,4.24,0.061,-0.088,8.27942163712,1.24854000311,-1.5185918832
6087.0,-0.08,65.0,-68.0,9.43,1.123,0.13,-0.17,K00635,1.78,1.132,0.041,-0.042,-0.028,0.03,0.059,0.114,0.046,-0.073,4.38,0.19,-0.39,2.69153480393,1.47715903078,-1.59505660778
5717.0,-0.073,65.0,-66.0,9.67,0.981,0.12,-0.14,K00638,1.85,0.97,0.041,-0.042,-0.028,0.027,0.054,0.08,-0.002,-0.053,4.456,0.2,-0.38,4.67735141287,2.73575100014,-2.72750681311
6157.0,-0.092,58.0,-61.0,9.51,1.155,0.13,-0.15,K00639,1.31,1.23,0.041,-0.04,-0.03,0.037,0.082,0.16,0.041,-0.11,4.318,0.11,-0.3,3.2359365693,0.932757265407,-1.61412647194
5279.0,-0.058,65.0,-65.0,9.97,0.876,0.16,-0.18,K00640,2.81,0.883,0.042,-0.042,-0.024,0.029,0.057,0.056,0.131,-0.045,4.487,0.16,-0.35,9.33254300797,4.15708581795,-5.16384917327
5677.0,-0.11,71.0,-72.0,9.942,0.965,0.27,-0.22,K00644,1.58,1.26,0.055,-0.047,-0.042,0.048,0.12,0.2,-0.083,-0.18,4.22,0.058,-0.071,8.74983775227,1.25016224773,-1.31964637331
5855.0,-0.12,67.0,-64.0,9.861,0.991,0.22,-0.24,K00645,1.44,1.29,0.044,-0.044,-0.047,0.078,0.1,0.26,-0.167,-0.17,4.21,0.065,-0.096,7.26105957435,1.17228800329,-1.44002739664
6110.0,-0.092,65.0,-65.0,9.81,0.955,0.15,-0.16,K00647,1.51,1.106,0.044,-0.044,-0.027,0.03,0.081,0.128,-0.362,-0.097,4.329,0.079,-0.138,6.45654229035,1.28807568768,-1.75760120429
6282.0,-0.11,64.0,-65.0,9.448,1.377,0.17,-0.15,K00649,1.04,1.77,0.042,-0.041,-0.085,0.107,0.11,0.31,0.206,-0.26,4.08,0.049,-0.066,2.80543363795,0.335075055925,-0.395528209265
5063.0,-0.039,64.0,-65.0,9.95,0.818,0.14,-0.14,K00650,3.03,0.803,0.041,-0.042,-0.023,0.028,0.042,0.033,0.045,-0.028,4.541,0.18,-0.39,8.91250938134,4.57711944458,-5.28172883364
5778.0,-0.074,66.0,-64.0,9.67,0.991,0.1,-0.12,K00654,1.51,0.991,0.041,-0.043,-0.028,0.029,0.058,0.084,-0.027,-0.059,4.442,0.19,-0.37,4.67735141287,2.56700818788,-2.6820890979
6155.0,-0.094,55.0,-61.0,9.609,1.158,0.21,-0.18,K00655,1.45,1.39,0.036,-0.042,-0.045,0.059,0.101,0.19,-0.014,-0.17,4.219,0.069,-0.086,4.06443329165,0.699876576402,-0.73016916402
4765.0,-0.028,65.0,-64.0,9.93,0.71,0.14,-0.14,K00657,3.55,0.692,0.043,-0.044,-0.02,0.023,0.03,0.021,-0.194,-0.02,4.609,0.19,-0.49,8.51138038202,4.67118700354,-5.75715167869
5883.0,-0.09,65.0,-63.0,9.65,1.056,0.12,-0.14,K00658,1.37,1.087,0.042,-0.042,-0.028,0.029,0.07,0.122,0.075,-0.08,4.388,0.15,-0.32,4.46683592151,1.84273752329,-2.32887383201
6276.0,-0.081,64.0,-63.0,9.4,1.162,0.11,-0.13,K00659,1.34,1.204,0.042,-0.042,-0.033,0.036,0.064,0.128,-0.048,-0.084,4.34,0.15,-0.35,2.51188643151,1.03624746083,-1.38986797721
5329.0,-0.1,69.0,-62.0,10.08,0.931,0.16,-0.15,K00660,1.16,1.94,0.016,-0.017,-0.031,0.043,0.1,0.28,-0.05,-0.23,3.83,0.064,-0.083,12.0226443462,1.90892368328,-2.09148386196
5873.0,-0.084,64.0,-63.0,9.62,1.049,0.11,-0.13,K00661,1.38,1.066,0.042,-0.042,-0.028,0.028,0.066,0.109,0.062,-0.073,4.402,0.17,-0.35,4.1686938347,1.99725618391,-2.30660669804
5827.0,-0.12,67.0,-63.0,9.843,1.079,0.19,-0.18,K00662,1.21,1.6,0.033,-0.028,-0.044,0.054,0.11,0.27,-0.009,-0.22,4.06,0.068,-0.073,6.96626514111,1.1807776991,-1.07782858755
5689.0,-0.098,65.0,-64.0,9.96,0.978,0.19,-0.19,K00664,1.62,1.15,0.042,-0.04,-0.027,0.03,0.092,0.15,0.054,-0.12,4.302,0.07,-0.114,9.12010839356,1.59508465882,-2.10555540936
5965.0,-0.1,67.0,-67.0,9.58,1.297,0.21,-0.17,K00665,1.18,1.69,0.042,-0.042,-0.089,0.1,0.11,0.28,0.276,-0.26,4.1,0.06,-0.063,3.80189396321,0.563264359196,-0.513377654446
5599.0,-0.09,63.0,-65.0,9.92,0.963,0.16,-0.18,K00666,1.73,1.033,0.042,-0.041,-0.026,0.028,0.083,0.114,0.133,-0.086,4.391,0.12,-0.26,8.31763771103,2.64714425041,-3.74675581488
5604.0,-0.095,65.0,-67.0,9.934,1.073,0.19,-0.14,K00670,1.05,1.64,0.039,-0.043,-0.073,0.086,0.109,0.26,0.167,-0.24,4.037,0.097,-0.122,8.59013521505,2.14975890836,-2.10379087957
6058.0,-0.096,73.0,-70.0,9.675,1.122,0.16,-0.15,K00671,1.23,1.33,0.041,-0.04,-0.035,0.05,0.098,0.18,0.023,-0.15,4.244,0.071,-0.11,4.73151258961,0.840344899704,-1.05868958463
5561.0,-0.081,67.0,-64.0,9.79,0.959,0.11,-0.14,K00672,1.66,0.961,0.041,-0.043,-0.028,0.028,0.06,0.087,0.133,-0.057,4.454,0.2,-0.36,6.16595001861,3.60642219094,-3.47441521469
6372.0,-0.063,63.0,-66.0,9.09,1.229,0.076,-0.097,K00673,1.361,1.219,0.041,-0.042,-0.027,0.029,0.036,0.094,0.038,-0.055,4.357,0.26,-0.38,1.23026877081,1.00845236776,-0.717407386821
4973.0,-0.097,61.0,-60.0,9.734,1.261,0.086,-0.083,K00674,0.802,3.07,0.047,-0.035,-0.04,0.046,0.083,0.36,0.228,-0.3,3.568,0.042,-0.042,5.42000890402,0.550343961822,-0.499613547202
5189.0,-0.052,65.0,-65.0,9.76,0.878,0.13,-0.15,K00678,3.03,0.837,0.043,-0.042,-0.028,0.027,0.037,0.041,0.169,-0.029,4.538,0.28,-0.48,5.75439937337,5.21038258806,-3.84893865541
5876.0,-0.096,58.0,-56.0,9.718,1.162,0.23,-0.2,K00679,1.45,1.5,0.038,-0.039,-0.066,0.102,0.108,0.23,0.208,-0.2,4.148,0.104,-0.083,5.22396188999,1.41346881403,-0.908771121714
6230.0,-0.11,68.0,-64.0,9.509,1.327,0.15,-0.13,K00680,0.87,1.77,0.041,-0.039,-0.095,0.1,0.11,0.31,0.049,-0.26,4.06,0.062,-0.053,3.22849412171,0.495422940833,-0.370903578338
5629.0,-0.091,58.0,-67.0,9.85,1.047,0.17,-0.15,K00682,1.38,1.21,0.042,-0.042,-0.035,0.047,0.093,0.15,0.317,-0.13,4.293,0.1,-0.12,7.07945784384,1.8330515375,-1.70913988014
5865.0,-0.092,63.0,-62.0,9.75,1.071,0.15,-0.16,K00683,1.37,1.2,0.041,-0.042,-0.032,0.039,0.09,0.15,0.145,-0.12,4.308,0.096,-0.16,5.6234132519,1.3911397323,-1.73296180196
5291.0,-0.084,63.0,-63.0,9.911,1.096,0.122,-0.1,K00684,0.92,2.12,0.04,-0.038,-0.07,0.059,0.086,0.26,0.094,-0.25,3.825,0.106,-0.083,8.14704284021,2.25215881808,-1.41727627737
6536.0,-0.088,64.0,-63.0,9.331,1.27,0.096,-0.105,K00685,0.949,1.39,0.043,-0.042,-0.039,0.05,0.079,0.17,-0.05,-0.13,4.255,0.087,-0.234,2.14289060112,0.475292407099,-0.892631570902
5600.0,-0.098,65.0,-64.0,10.005,0.934,0.19,-0.21,K00686,1.88,1.076,0.039,-0.042,-0.024,0.026,0.084,0.135,0.012,-0.099,4.343,0.082,-0.127,10.1157945426,2.10220205905,-2.56487226594
5878.0,-0.091,64.0,-65.0,9.68,1.055,0.14,-0.17,K00687,1.57,1.103,0.042,-0.042,-0.028,0.029,0.077,0.13,0.08,-0.09,4.374,0.13,-0.3,4.78630092323,1.67024136712,-2.38746800421
6192.0,-0.101,63.0,-62.0,9.567,1.139,0.12,-0.14,K00688,1.06,1.27,0.043,-0.043,-0.037,0.053,0.085,0.19,-0.046,-0.12,4.281,0.081,-0.16,3.6897759857,0.75653668899,-1.13707468304
5338.0,-0.046,64.0,-66.0,9.96,0.746,0.12,-0.14,K00689,2.51,0.743,0.044,-0.043,-0.023,0.027,0.048,0.038,-0.43,-0.029,4.567,0.17,-0.4,9.12010839356,4.36952043236,-5.48932784586
5915.0,-0.107,67.0,-66.0,9.921,0.942,0.14,-0.15,K00691,1.11,1.25,0.043,-0.044,-0.034,0.052,0.093,0.2,-0.29,-0.14,4.218,0.055,-0.075,8.3368118462,1.12555976746,-1.322258862
5661.0,-0.097,64.0,-66.0,9.963,0.989,0.18,-0.17,K00692,1.5,1.18,0.042,-0.043,-0.028,0.033,0.09,0.15,0.145,-0.12,4.29,0.068,-0.105,9.18332596484,1.55656815858,-1.97225117301
6057.0,-0.1,69.0,-70.0,9.699,1.145,0.15,-0.12,K00693,0.9,1.51,0.039,-0.045,-0.046,0.065,0.11,0.22,-0.009,-0.21,4.14,0.059,-0.08,5.00034534977,0.727614960088,-0.84123924483
5691.0,-0.088,64.0,-65.0,9.76,1.021,0.13,-0.15,K00694,1.44,1.059,0.042,-0.043,-0.031,0.034,0.075,0.119,0.213,-0.082,4.395,0.15,-0.31,5.75439937337,2.37390578827,-2.93601644211
5692.0,-0.082,64.0,-64.0,9.94,0.83,0.17,-0.18,K00695,2.09,0.879,0.044,-0.042,-0.029,0.03,0.073,0.082,-0.387,-0.062,4.468,0.15,-0.28,8.70963589956,3.59305180856,-4.13875400341
5855.0,-0.1,61.0,-67.0,9.821,1.097,0.17,-0.17,K00697,1.19,1.44,0.043,-0.044,-0.045,0.079,0.1,0.23,0.137,-0.18,4.16,0.07,-0.103,6.62216503702,1.15820047338,-1.39820314703
5647.0,-0.071,65.0,-63.0,9.83,0.816,0.14,-0.17,K00700,2.31,0.815,0.044,-0.044,-0.03,0.03,0.054,0.061,-0.423,-0.041,4.528,0.21,-0.37,6.76082975392,4.20395220751,-3.87679825079
4862.0,-0.03,65.0,-66.0,9.92,0.695,0.14,-0.14,K00701,3.56,0.676,0.043,-0.042,-0.019,0.022,0.031,0.022,-0.329,-0.019,4.62,0.2,-0.5,8.31763771103,4.86492967454,-5.68736971913
6383.0,-0.1,64.0,-65.0,9.365,1.391,0.17,-0.15,K00703,1.08,1.68,0.041,-0.042,-0.071,0.094,0.11,0.27,0.24,-0.23,4.13,0.058,-0.087,2.31739464997,0.331105488638,-0.420688728757
5264.0,-0.056,63.0,-65.0,9.8,0.844,0.11,-0.13,K00704,2.43,0.815,0.043,-0.042,-0.03,0.028,0.041,0.044,-0.072,-0.031,4.543,0.25,-0.44,6.3095734448,4.91061109822,-4.01870579203
5943.0,-0.09,62.0,-61.0,9.71,1.187,0.12,-0.11,K00707,0.85,1.62,0.043,-0.041,-0.069,0.102,0.096,0.24,0.135,-0.2,4.089,0.089,-0.096,5.12861383991,1.16644798866,-1.01711662887
6122.0,-0.11,60.0,-64.0,9.646,1.13,0.15,-0.14,K00708,0.97,1.38,0.044,-0.044,-0.05,0.076,0.11,0.24,-0.059,-0.18,4.21,0.062,-0.087,4.42588372363,0.679166276128,-0.803453739459
5348.0,-0.065,64.0,-63.0,9.93,0.837,0.12,-0.14,K00709,2.03,0.844,0.042,-0.041,-0.028,0.028,0.056,0.059,-0.128,-0.044,4.508,0.17,-0.34,8.51138038202,4.07787373592,-4.62092893208
6555.0,-0.085,65.0,-62.0,9.381,1.287,0.14,-0.13,K00710,1.09,1.5,0.044,-0.041,-0.048,0.065,0.091,0.19,-0.07,-0.17,4.196,0.055,-0.113,2.40436280001,0.324614982801,-0.550831176592
5599.0,-0.085,57.0,-68.0,9.84,1.043,0.16,-0.15,K00711,1.37,1.19,0.042,-0.043,-0.033,0.046,0.088,0.14,0.351,-0.12,4.305,0.11,-0.12,6.91830970919,1.99419967215,-1.67023510669
5472.0,-0.065,64.0,-65.0,9.72,0.92,0.11,-0.13,K00712,1.98,0.887,0.042,-0.041,-0.028,0.027,0.046,0.06,0.023,-0.039,4.507,0.26,-0.48,5.2480746025,4.30185125772,-3.51027377375
5391.0,-0.065,64.0,-65.0,9.73,0.919,0.12,-0.15,K00714,2.46,0.883,0.043,-0.043,-0.029,0.027,0.043,0.058,0.129,-0.036,4.51,0.27,-0.45,5.3703179637,4.6296820363,-3.46485724574
5619.0,-0.099,61.0,-68.0,9.902,1.048,0.2,-0.2,K00717,1.62,1.28,0.041,-0.042,-0.038,0.053,0.088,0.17,0.311,-0.14,4.247,0.08,-0.113,7.97994687268,1.61405944248,-1.82817814558
5869.0,-0.1,65.0,-64.0,9.598,1.17,0.14,-0.16,K00718,1.19,1.29,0.042,-0.042,-0.043,0.061,0.085,0.19,0.335,-0.14,4.283,0.072,-0.156,3.96278034255,0.714571070318,-1.19583869714
4668.0,-0.026,65.0,-65.0,9.92,0.737,0.21,-0.21,K00719,5.74,0.714,0.042,-0.043,-0.02,0.023,0.027,0.018,-0.01,-0.017,4.599,0.2,-0.48,8.31763771103,4.86492967454,-5.56340900769
5255.0,-0.052,65.0,-65.0,9.65,0.877,0.1,-0.12,K00720,2.48,0.823,0.042,-0.041,-0.029,0.025,0.029,0.04,0.04,-0.023,4.552,0.33,-0.49,4.46683592151,5.0830899387,-3.02139615076
5850.0,-0.091,62.0,-65.0,9.822,1.113,0.16,-0.14,K00721,1.1,1.55,0.045,-0.042,-0.052,0.095,0.103,0.23,0.122,-0.2,4.105,0.069,-0.109,6.63743070402,1.14293480638,-1.4732670113
6141.0,-0.085,64.0,-64.0,9.57,1.084,0.12,-0.14,K00722,1.41,1.15,0.044,-0.043,-0.031,0.032,0.069,0.125,-0.105,-0.087,4.35,0.11,-0.25,3.71535229097,1.07094863225,-1.62605616012
5311.0,-0.067,64.0,-65.0,9.75,0.942,0.064,-0.081,K00723,1.205,0.912,0.042,-0.041,-0.031,0.029,0.046,0.063,0.307,-0.04,4.493,0.26,-0.45,5.6234132519,4.6095166709,-3.62815093693
5686.0,-0.068,66.0,-67.0,9.778,1.176,0.06,-0.043,K00730,0.457,1.93,0.045,-0.043,-0.076,0.071,0.078,0.2,0.093,-0.23,3.941,0.102,-0.09,5.99791076256,1.58786498774,-1.12262586152
5261.0,-0.065,61.0,-63.0,10.03,0.902,0.073,-0.081,K00732,1.038,0.942,0.041,-0.042,-0.025,0.028,0.066,0.075,0.281,-0.059,4.442,0.11,-0.27,10.7151930524,3.08864959365,-4.960793679
5048.0,-0.045,65.0,-65.0,9.87,0.799,0.051,-0.054,K00733,1.182,0.773,0.042,-0.041,-0.025,0.03,0.036,0.033,-0.059,-0.024,4.565,0.23,-0.49,7.41310241301,5.17615170493,-5.01426949399
5894.0,-0.1,64.0,-58.0,9.677,1.187,0.083,-0.077,K00734,0.542,1.5,0.041,-0.039,-0.07,0.097,0.1,0.25,0.226,-0.2,4.16,0.096,-0.07,4.75335225943,1.17590098637,-0.707593342454
5377.0,-0.054,65.0,-65.0,9.81,0.764,0.054,-0.064,K00738,1.217,0.741,0.043,-0.043,-0.026,0.03,0.036,0.039,-0.423,-0.025,4.583,0.26,-0.49,6.45654229035,5.29243325905,-4.36724615949
5362.0,-0.066,63.0,-66.0,9.95,0.888,0.064,-0.073,K00749,1.009,0.902,0.043,-0.042,-0.025,0.028,0.061,0.065,0.086,-0.05,4.474,0.16,-0.33,8.91250938134,3.96998613559,-4.74381554663
5538.0,-0.084,64.0,-66.0,9.9,0.939,0.072,-0.082,K00752,0.91,0.974,0.043,-0.041,-0.027,0.028,0.071,0.095,0.096,-0.067,4.432,0.15,-0.31,7.94328234724,3.27690219578,-4.0528308973
5661.0,-0.095,66.0,-65.0,9.96,0.997,0.074,-0.067,K00756,0.582,1.2,0.042,-0.043,-0.03,0.036,0.098,0.15,0.168,-0.13,4.274,0.068,-0.102,9.12010839356,1.54585281874,-1.90903360173
5002.0,-0.043,64.0,-65.0,9.77,0.82,0.043,-0.047,K00757,1.136,0.778,0.042,-0.042,-0.026,0.025,0.027,0.029,0.057,-0.019,4.572,0.29,-0.5,5.88843655356,5.59309966141,-4.02634941689
5254.0,-0.056,64.0,-65.0,9.82,0.803,0.068,-0.077,K00759,1.38,0.78,0.043,-0.042,-0.028,0.029,0.042,0.043,-0.199,-0.03,4.56,0.24,-0.47,6.60693448008,4.87460173489,-4.36821334151
5741.0,-0.089,66.0,-65.0,9.85,1.004,0.072,-0.077,K00760,0.739,1.093,0.043,-0.042,-0.027,0.029,0.082,0.126,0.092,-0.095,4.36,0.11,-0.21,7.07945784384,2.04065054972,-2.71429952144
5652.0,-0.093,65.0,-65.0,9.934,0.988,0.1,-0.1,K00771,0.94,1.12,0.042,-0.042,-0.027,0.03,0.091,0.14,0.164,-0.11,4.332,0.083,-0.165,8.59013521505,1.80906644324,-2.71524168976
5904.0,-0.101,63.0,-61.0,9.69,1.13,0.072,-0.071,K00800,0.537,1.31,0.04,-0.04,-0.046,0.068,0.097,0.2,0.203,-0.15,4.253,0.088,-0.098,4.89778819368,1.10012256887,-0.98937923576
5457.0,-0.052,65.0,-66.0,9.5,0.948,0.045,-0.054,K00806,1.042,0.884,0.041,-0.042,-0.027,0.025,0.029,0.045,0.145,-0.028,4.525,0.33,-0.5,3.16227766017,3.59855209375,-2.16227766017
4901.0,-0.032,65.0,-64.0,9.99,0.812,0.063,-0.063,K00825,1.495,0.794,0.042,-0.041,-0.021,0.026,0.039,0.028,0.209,-0.026,4.546,0.15,-0.37,9.77237220956,4.03147043647,-5.60367837485
5767.0,-0.102,67.0,-65.0,9.898,0.997,0.078,-0.084,K00829,0.689,1.17,0.037,-0.04,-0.029,0.032,0.087,0.16,0.009,-0.12,4.3,0.074,-0.102,7.90678628,1.46883378926,-1.65505935224
5793.0,-0.096,62.0,-59.0,9.662,1.254,0.091,-0.078,K00834,0.557,1.65,0.041,-0.041,-0.102,0.096,0.101,0.27,0.315,-0.23,4.096,0.101,-0.07,4.59198012837,1.2023068359,-0.683571170445
4939.0,-0.036,66.0,-64.0,9.91,0.816,0.063,-0.065,K00835,1.526,0.789,0.041,-0.043,-0.023,0.026,0.037,0.028,0.164,-0.024,4.556,0.2,-0.45,8.12830516164,4.75419035529,-5.24427365851
4933.0,-0.033,65.0,-66.0,10.051,0.84,0.057,-0.059,K00837,1.224,0.846,0.043,-0.042,-0.019,0.024,0.044,0.034,0.383,-0.033,4.505,0.098,-0.265,11.2460497397,2.84683824455,-5.13662949061
5259.0,-0.053,65.0,-65.0,9.67,0.89,0.037,-0.044,K00841,0.877,0.838,0.041,-0.041,-0.029,0.025,0.033,0.041,0.115,-0.027,4.542,0.32,-0.51,4.67735141287,5.09502079669,-3.23191164213
4873.0,-0.037,65.0,-66.0,9.76,0.78,0.059,-0.059,K00853,1.561,0.741,0.043,-0.041,-0.025,0.027,0.022,0.022,-0.023,-0.017,4.594,0.3,-0.54,5.75439937337,5.7271368416,-4.09481246593
5153.0,-0.053,65.0,-64.0,9.92,0.878,0.073,-0.083,K00857,1.403,0.864,0.042,-0.041,-0.027,0.03,0.05,0.049,0.248,-0.039,4.508,0.19,-0.41,8.31763771103,4.5648578059,-5.08170114173
5497.0,-0.07,65.0,-65.0,9.75,0.933,0.054,-0.067,K00864,0.94,0.912,0.043,-0.042,-0.027,0.027,0.05,0.068,0.071,-0.044,4.488,0.23,-0.42,5.6234132519,3.92651260831,-3.4854511624
5100.0,-0.048,66.0,-64.0,9.72,0.852,0.046,-0.052,K00869,1.16,0.805,0.041,-0.042,-0.027,0.026,0.03,0.034,0.116,-0.023,4.559,0.31,-0.52,5.2480746025,5.46711844988,-3.66318141004
4675.0,-0.027,65.0,-63.0,9.89,0.744,0.079,-0.073,K00870,2.098,0.718,0.042,-0.042,-0.019,0.023,0.026,0.018,0.017,-0.017,4.599,0.22,-0.5,7.76247116629,5.12002435064,-5.3077622506
5161.0,-0.054,65.0,-65.0,9.82,0.867,0.057,-0.066,K00872,1.274,0.832,0.042,-0.041,-0.027,0.027,0.038,0.043,0.16,-0.029,4.536,0.26,-0.45,6.60693448008,5.4157098661,-4.26270566476
5090.0,-0.049,64.0,-65.0,9.86,0.855,0.07,-0.075,K00874,1.497,0.824,0.041,-0.042,-0.027,0.028,0.042,0.039,0.191,-0.031,4.538,0.24,-0.5,7.24435960075,5.34489451719,-4.95349194798
5409.0,-0.074,62.0,-62.0,10.053,0.911,0.081,-0.086,K00880,0.96,0.995,0.043,-0.042,-0.024,0.027,0.076,0.093,0.191,-0.075,4.399,0.088,-0.207,11.2979591467,2.53770464299,-4.28340616253
5083.0,-0.094,49.0,-51.0,10.161,0.8581,0.046,-0.048,K00881,0.443,1.94,0.014,-0.011,-0.0066,0.021,0.087,0.25,-0.065,-0.19,3.799,0.01,-0.02,14.4877185354,0.337462316012,-0.65205474573
5066.0,-0.044,64.0,-65.0,9.98,0.861,0.072,-0.075,K00884,1.438,0.856,0.041,-0.042,-0.024,0.029,0.049,0.042,0.28,-0.037,4.506,0.15,-0.36,9.54992586021,3.9397029657,-5.38123202551
5311.0,-0.068,63.0,-66.0,9.92,0.904,0.079,-0.092,K00889,1.279,0.908,0.042,-0.043,-0.027,0.031,0.059,0.068,0.216,-0.05,4.478,0.18,-0.38,8.31763771103,4.27161640691,-4.8502692065
5061.0,-0.044,64.0,-66.0,9.73,0.809,0.061,-0.065,K00892,1.545,0.767,0.043,-0.043,-0.027,0.027,0.026,0.03,-0.059,-0.021,4.579,0.3,-0.5,5.3703179637,5.34487508867,-3.67207431124
5014.0,-0.079,65.0,-61.0,10.084,0.999,0.053,-0.051,K00896,0.517,2.09,0.04,-0.053,-0.044,0.061,0.072,0.23,0.176,-0.19,3.801,0.069,-0.096,12.1338885046,2.08939936658,-2.40641626688
5010.0,-0.041,64.0,-65.0,9.87,0.807,0.053,-0.057,K00906,1.305,0.778,0.043,-0.041,-0.024,0.028,0.035,0.03,0.009,-0.023,4.563,0.23,-0.48,7.41310241301,5.17615170493,-4.95839349732
5492.0,-0.071,66.0,-65.0,9.91,0.893,0.066,-0.076,K00907,0.982,0.915,0.045,-0.044,-0.026,0.028,0.062,0.073,-0.054,-0.055,4.465,0.14,-0.3,8.12830516164,3.09187938138,-4.0545023836
5395.0,-0.06,64.0,-64.0,9.62,0.925,0.056,-0.072,K00918,1.254,0.872,0.042,-0.042,-0.029,0.025,0.034,0.051,0.125,-0.03,4.525,0.32,-0.51,4.1686938347,4.54094206486,-2.88044428301
5082.0,-0.048,65.0,-65.0,9.88,0.843,0.055,-0.06,K00921,1.205,0.816,0.042,-0.041,-0.025,0.028,0.041,0.038,0.143,-0.029,4.541,0.23,-0.47,7.58577575029,5.29671976664,-5.01537996752
5501.0,-0.07,65.0,-64.0,9.83,0.879,0.048,-0.056,K00934,0.766,0.879,0.043,-0.043,-0.028,0.028,0.056,0.067,-0.124,-0.047,4.494,0.18,-0.36,6.76082975392,3.47210016889,-3.80962052725
6091.0,-0.11,65.0,-64.0,9.672,1.121,0.086,-0.078,K00935,0.536,1.42,0.043,-0.047,-0.057,0.073,0.11,0.23,-0.08,-0.19,4.18,0.063,-0.067,4.69894108605,0.733562228872,-0.671770742798
5609.0,-0.094,68.0,-65.0,9.925,1.004,0.096,-0.095,K00939,0.849,1.15,0.042,-0.042,-0.033,0.038,0.089,0.14,0.245,-0.11,4.318,0.091,-0.146,8.41395141645,1.96133274173,-2.40221404162
5130.0,-0.052,64.0,-65.0,10.03,0.884,0.069,-0.075,K00941,1.157,0.912,0.042,-0.042,-0.022,0.027,0.056,0.057,0.375,-0.047,4.462,0.11,-0.26,10.7151930524,3.08864959365,-4.82675649882
5508.0,-0.068,65.0,-65.0,9.83,0.894,0.063,-0.073,K00954,1.039,0.894,0.043,-0.043,-0.028,0.028,0.054,0.066,-0.081,-0.047,4.487,0.18,-0.35,6.76082975392,3.47210016889,-3.74087803352
4927.0,-0.036,64.0,-66.0,9.88,0.787,0.22,-0.23,K00958,5.57,0.759,0.042,-0.042,-0.022,0.027,0.031,0.026,-0.008,-0.02,4.574,0.22,-0.47,7.58577575029,5.00347836765,-5.01537996752
6312.0,-0.114,68.0,-68.0,9.499,1.235,0.86,-0.96,K00974,6.04,1.52,0.045,-0.045,-0.059,0.11,0.097,0.29,-0.041,-0.19,4.166,0.069,-0.062,3.15500462337,0.543277174428,-0.419735897068
6184.0,-0.088,66.0,-50.0,9.589,1.214,1.6,-1.4,K00975,11.5,1.58,0.036,-0.047,-0.057,0.091,0.091,0.22,-0.02,-0.19,4.126,0.064,-0.081,3.88150365991,0.616294889026,-0.660434868623
5227.0,-0.087,98.0,-167.0,9.52,1.349,0.2,-0.14,K00981,1.4,6.39,0.049,-0.087,-0.07,0.041,0.117,0.72,-0.156,-0.8,2.952,0.057,-0.055,3.31131121483,0.464410694428,-0.393884200825
5535.0,-0.073,65.0,-64.0,9.66,0.997,0.094,-0.119,K00986,1.553,0.971,0.041,-0.041,-0.032,0.03,0.05,0.079,0.266,-0.05,4.462,0.24,-0.44,4.57088189615,3.37240045109,-2.91129498871
5503.0,-0.064,65.0,-65.0,9.63,0.949,0.19,-0.23,K00987,3.69,0.904,0.042,-0.042,-0.029,0.026,0.04,0.059,0.11,-0.037,4.504,0.29,-0.48,4.26579518802,4.05184252301,-2.85325764339
5117.0,-0.047,65.0,-66.0,9.69,0.855,0.12,-0.13,K00988,2.98,0.805,0.042,-0.042,-0.027,0.025,0.029,0.034,0.106,-0.022,4.561,0.32,-0.52,4.89778819368,5.33514172912,-3.41867980552
5492.0,-0.073,65.0,-65.0,9.86,0.872,0.15,-0.17,K00991,2.24,0.878,0.043,-0.043,-0.028,0.029,0.059,0.069,-0.136,-0.05,4.492,0.18,-0.36,7.24435960075,3.72042236068,-4.08208194058
5548.0,-0.067,64.0,-66.0,9.74,0.839,0.09,-0.113,K00993,1.661,0.816,0.044,-0.043,-0.03,0.029,0.047,0.057,-0.306,-0.036,4.539,0.25,-0.46,5.49540873858,4.27696347098,-3.58994802061
