iso_steff,iso_slogg_err2,iso_steff_err1,iso_steff_err2,iso_slogage,iso_smass,iso_sparallax_err1,iso_sparallax_err2,id_starname,iso_sparallax,iso_srad,iso_smet_err1,iso_smet_err2,iso_smass_err2,iso_smass_err1,iso_slogg_err1,iso_srad_err1,iso_smet,iso_srad_err2,iso_slogg,iso_slogage_err1,iso_slogage_err2,iso_sage,iso_sage_err1,iso_sage_err2
6213.0,-0.113,65.0,-65.0,9.494,1.256,0.29,-0.31,K02149,2.12,1.45,0.043,-0.043,-0.048,0.079,0.096,0.25,0.183,-0.17,4.211,0.057,-0.113,3.11888958409,0.437423601596,-0.714526784087
6094.0,-0.109,64.0,-68.0,9.648,1.113,0.14,-0.17,K02153,1.17,1.28,0.042,-0.044,-0.039,0.055,0.092,0.21,-0.029,-0.14,4.267,0.07,-0.112,4.44631267469,0.7776492153,-1.01073319569
5346.0,-0.056,65.0,-63.0,10.083,0.858,0.2,-0.21,K02158,2.94,0.918,0.043,-0.043,-0.02,0.024,0.06,0.066,0.003,-0.054,4.443,0.07,-0.189,12.1059813355,2.11730653572,-4.27168490784
5758.0,-0.086,66.0,-65.0,9.73,1.018,0.15,-0.17,K02159,1.78,1.046,0.042,-0.042,-0.027,0.029,0.071,0.11,0.117,-0.075,4.405,0.16,-0.34,5.3703179637,2.39215320258,-2.91560904802
5646.0,-0.079,65.0,-63.0,9.95,0.815,0.13,-0.14,K02162,1.72,0.856,0.043,-0.043,-0.028,0.031,0.07,0.076,-0.395,-0.058,4.483,0.15,-0.29,8.91250938134,3.6767447366,-4.34162748519
5700.0,-0.073,65.0,-64.0,9.56,1.004,0.049,-0.063,K02167,0.844,0.969,0.042,-0.043,-0.027,0.026,0.045,0.077,0.106,-0.046,4.469,0.26,-0.45,3.6307805477,2.97615393237,-2.34253099601
5940.0,-0.09,64.0,-65.0,9.751,1.036,0.083,-0.095,K02168,0.847,1.153,0.046,-0.044,-0.033,0.037,0.076,0.144,-0.055,-0.099,4.327,0.07,-0.134,5.63637655826,0.985788478758,-1.49637981006
5398.0,-0.065,65.0,-63.0,9.78,0.926,0.23,-0.25,K02169,3.94,0.902,0.042,-0.041,-0.029,0.027,0.05,0.06,0.17,-0.043,4.495,0.24,-0.44,6.02559586074,4.44568961977,-3.83783423679
4855.0,-0.037,65.0,-64.0,9.78,0.797,0.18,-0.19,K02173,4.99,0.756,0.041,-0.041,-0.024,0.025,0.024,0.024,0.101,-0.017,4.585,0.29,-0.52,6.02559586074,5.72337968865,-4.20589500213
5451.0,-0.086,66.0,-66.0,9.92,1.084,0.26,-0.19,K02175,1.51,1.86,0.038,-0.044,-0.08,0.081,0.104,0.26,0.121,-0.27,3.935,0.12,-0.12,8.31763771103,2.64714425041,-2.00806426622
5647.0,-0.086,66.0,-65.0,9.87,0.977,0.081,-0.085,K02183,0.885,1.035,0.043,-0.042,-0.027,0.027,0.081,0.11,0.115,-0.083,4.395,0.13,-0.29,7.41310241301,2.58689758699,-3.6112084498
5647.0,-0.06,64.0,-64.0,9.99,0.77,0.066,-0.071,K02188,1.056,0.8,0.044,-0.044,-0.022,0.027,0.064,0.053,-0.553,-0.045,4.517,0.14,-0.31,9.77237220956,3.71725661636,-4.98607128633
5710.0,-0.104,65.0,-64.0,9.979,0.918,0.18,-0.18,K02194,1.33,1.2,0.044,-0.044,-0.036,0.062,0.1,0.2,-0.203,-0.14,4.241,0.057,-0.082,9.52796164024,1.33629459593,-1.63936046405
6120.0,-0.097,63.0,-66.0,9.675,1.079,0.075,-0.087,K02195,0.696,1.26,0.045,-0.043,-0.035,0.047,0.082,0.18,-0.119,-0.12,4.271,0.063,-0.098,4.73151258961,0.738647039325,-0.955790680361
6122.0,-0.11,62.0,-66.0,9.555,1.259,0.17,-0.14,K02201,0.96,1.56,0.043,-0.044,-0.069,0.095,0.12,0.27,0.187,-0.24,4.15,0.052,-0.066,3.58921934645,0.456539570524,-0.506031396201
5307.0,-0.075,64.0,-65.0,9.83,0.939,0.11,-0.14,K02202,1.79,0.929,0.042,-0.042,-0.029,0.029,0.055,0.074,0.322,-0.049,4.475,0.22,-0.42,6.76082975392,4.4593547891,-4.19043397115
5840.0,-0.094,62.0,-64.0,9.826,1.05,0.3,-0.27,K02208,2.4,1.24,0.042,-0.042,-0.031,0.037,0.094,0.16,0.098,-0.13,4.276,0.077,-0.112,6.69884609417,1.29949645591,-1.52277777466
5598.0,-0.083,64.0,-63.0,9.79,0.969,0.093,-0.115,K02218,1.295,0.979,0.043,-0.043,-0.027,0.027,0.065,0.093,0.132,-0.063,4.442,0.19,-0.36,6.16595001861,3.3839758416,-3.47441521469
5000.0,-0.039,65.0,-65.0,9.93,0.822,0.1,-0.103,K02219,2.337,0.8,0.042,-0.041,-0.023,0.027,0.04,0.031,0.135,-0.027,4.546,0.19,-0.4,8.51138038202,4.67118700354,-5.12293882063
5732.0,-0.098,66.0,-64.0,9.928,1.035,0.11,-0.1,K02220,0.81,1.35,0.043,-0.042,-0.037,0.05,0.099,0.2,0.139,-0.16,4.188,0.061,-0.073,8.47227414141,1.27762223577,-1.31084003928
6651.0,-0.093,65.0,-65.0,9.337,1.297,0.15,-0.16,K02228,1.3,1.48,0.044,-0.043,-0.045,0.065,0.087,0.21,-0.098,-0.15,4.212,0.059,-0.143,2.17270117886,0.316156139419,-0.609553536223
5488.0,-0.073,64.0,-65.0,9.986,0.893,0.059,-0.065,K02236,0.772,0.947,0.041,-0.045,-0.025,0.027,0.07,0.085,-0.027,-0.064,4.434,0.099,-0.242,9.68277856261,2.47908144385,-4.13652143303
5665.0,-0.076,66.0,-66.0,9.78,0.904,0.1,-0.12,K02246,1.51,0.913,0.042,-0.043,-0.028,0.028,0.058,0.077,-0.179,-0.052,4.473,0.18,-0.33,6.02559586074,3.09451253282,-3.20721292948
5149.0,-0.051,65.0,-64.0,9.86,0.854,0.053,-0.057,K02248,1.122,0.826,0.042,-0.042,-0.026,0.027,0.04,0.04,0.114,-0.03,4.536,0.23,-0.43,7.24435960075,5.05832810737,-4.55282479682
4958.0,-0.041,65.0,-66.0,9.83,0.818,0.054,-0.057,K02250,1.362,0.781,0.042,-0.042,-0.025,0.026,0.032,0.029,0.125,-0.021,4.566,0.26,-0.49,6.76082975392,5.5418579542,-4.57306812997
6178.0,-0.097,66.0,-54.0,9.531,1.326,0.13,-0.12,K02252,0.88,1.79,0.043,-0.041,-0.089,0.099,0.1,0.29,0.09,-0.24,4.051,0.067,-0.059,3.3962527259,0.56652761665,-0.43142133638
6192.0,-0.099,72.0,-51.0,9.547,1.194,0.27,-0.27,K02260,2.03,1.4,0.039,-0.037,-0.045,0.075,0.096,0.21,0.023,-0.16,4.221,0.078,-0.092,3.52370871042,0.693256323861,-0.672690442921
5173.0,-0.048,64.0,-66.0,9.68,0.861,0.087,-0.1,K02261,2.218,0.809,0.042,-0.042,-0.028,0.024,0.028,0.035,0.057,-0.022,4.559,0.31,-0.53,4.78630092323,4.98607128633,-3.3737633786
6022.0,-0.103,65.0,-65.0,9.579,1.172,0.21,-0.24,K02273,1.83,1.29,0.042,-0.041,-0.042,0.057,0.085,0.2,0.211,-0.13,4.281,0.074,-0.173,3.79314984974,0.704648699196,-1.24631959715
5844.0,-0.13,68.0,-70.0,9.823,1.038,0.2,-0.18,K02278,1.14,1.39,0.045,-0.046,-0.061,0.067,0.12,0.27,-0.111,-0.21,4.17,0.068,-0.083,6.65273156202,1.12763394838,-1.15732282344
5922.0,-0.095,64.0,-62.0,9.768,1.072,0.14,-0.14,K02279,1.18,1.25,0.042,-0.04,-0.032,0.035,0.091,0.16,0.047,-0.13,4.276,0.077,-0.115,5.86138164514,1.13703831488,-1.36358309621
5080.0,-0.044,65.0,-65.0,9.93,0.842,0.12,-0.12,K02281,2.56,0.823,0.042,-0.042,-0.025,0.027,0.044,0.037,0.157,-0.032,4.533,0.19,-0.42,8.51138038202,4.67118700354,-5.27544381273
4701.0,-0.025,64.0,-64.0,9.95,0.748,0.24,-0.23,K02287,6.59,0.726,0.042,-0.043,-0.018,0.023,0.03,0.019,0.028,-0.018,4.589,0.17,-0.45,8.91250938134,4.27005800423,-5.75023172117
6061.0,-0.097,67.0,-68.0,9.598,1.13,0.15,-0.17,K02289,1.45,1.23,0.041,-0.041,-0.03,0.041,0.084,0.17,0.082,-0.12,4.307,0.099,-0.211,3.96278034255,1.01459050723,-1.52496952419
4965.0,-0.042,65.0,-64.0,9.79,0.743,0.09,-0.096,K02290,2.231,0.713,0.042,-0.042,-0.024,0.026,0.026,0.026,-0.228,-0.02,4.607,0.29,-0.55,6.16595001861,5.85669432756,-4.42814918987
5426.0,-0.071,65.0,-63.0,9.88,0.863,0.42,-0.47,K02295,6.45,0.866,0.043,-0.043,-0.029,0.029,0.058,0.065,-0.109,-0.048,4.499,0.19,-0.38,7.58577575029,4.1631997991,-4.42349809012
5133.0,-0.05,64.0,-65.0,9.83,0.804,0.1,-0.12,K02300,2.34,0.776,0.042,-0.044,-0.027,0.029,0.036,0.037,-0.109,-0.026,4.565,0.25,-0.46,6.76082975392,5.26181459225,-4.4166009386
6315.0,-0.082,69.0,-68.0,9.612,1.161,0.17,-0.16,K02312,1.39,1.73,0.045,-0.042,-0.049,0.076,0.084,0.22,-0.28,-0.19,4.026,0.068,-0.074,4.0926065973,0.693694325926,-0.641169203942
6101.0,-0.107,66.0,-68.0,9.607,1.115,0.15,-0.19,K02319,1.41,1.22,0.04,-0.043,-0.035,0.043,0.085,0.19,-0.012,-0.12,4.306,0.09,-0.192,4.04575891697,0.931611932815,-1.44559935381
5853.0,-0.11,63.0,-66.0,9.844,1.078,0.18,-0.17,K02331,1.26,1.42,0.042,-0.043,-0.041,0.06,0.1,0.22,0.09,-0.17,4.17,0.064,-0.086,6.98232404077,1.10863495101,-1.25436373091
5218.0,-0.096,59.0,-59.0,10.126,0.904,0.19,-0.17,K02332,1.41,2.05,0.021,-0.012,-0.027,0.052,0.097,0.28,-0.058,-0.24,3.776,0.038,-0.074,13.3659551655,1.22218743729,-2.09398060371
6028.0,-0.09,65.0,-62.0,9.74,1.027,0.14,-0.15,K02333,1.35,1.17,0.042,-0.043,-0.032,0.036,0.08,0.14,-0.147,-0.11,4.312,0.068,-0.124,5.49540873858,0.931468434594,-1.36493371867
5565.0,-0.081,65.0,-66.0,9.94,0.927,0.13,-0.14,K02335,1.57,0.982,0.04,-0.041,-0.025,0.026,0.071,0.095,0.013,-0.07,4.419,0.12,-0.24,8.70963589956,2.77190031541,-3.69776356329
4762.0,-0.03,65.0,-63.0,9.92,0.779,0.072,-0.071,K02339,1.898,0.751,0.042,-0.042,-0.021,0.025,0.03,0.022,0.156,-0.019,4.578,0.2,-0.45,8.31763771103,4.86492967454,-5.36642848436
5841.0,-0.101,65.0,-65.0,10.021,0.874,0.22,-0.24,K02342,1.97,1.13,0.043,-0.044,-0.03,0.033,0.089,0.16,-0.373,-0.11,4.267,0.06,-0.07,10.4954242865,1.55493511719,-1.56236944919
6347.0,-0.088,64.0,-61.0,9.559,1.158,0.5,-0.46,K02352,4.0,1.38,0.041,-0.041,-0.04,0.055,0.091,0.18,-0.147,-0.15,4.218,0.058,-0.097,3.62242998417,0.51756676403,-0.725086396466
5641.0,-0.1,64.0,-64.0,10.023,0.964,0.082,-0.079,K02357,0.618,1.25,0.042,-0.036,-0.029,0.036,0.1,0.18,0.031,-0.14,4.23,0.058,-0.073,10.5438689639,1.50649043981,-1.63135958258
6281.0,-0.11,64.0,-64.0,9.459,1.327,0.15,-0.14,K02358,0.96,1.63,0.041,-0.042,-0.068,0.094,0.11,0.28,0.194,-0.22,4.14,0.048,-0.07,2.87739841474,0.336262123905,-0.428335172891
5926.0,-0.098,65.0,-58.0,9.692,1.157,0.16,-0.14,K02365,1.06,1.43,0.04,-0.042,-0.055,0.084,0.105,0.22,0.186,-0.19,4.189,0.091,-0.074,4.92039535681,1.14696793907,-0.770854930471
6154.0,-0.1,56.0,-66.0,9.543,1.142,0.21,-0.25,K02366,2.05,1.23,0.039,-0.041,-0.033,0.042,0.08,0.17,0.008,-0.11,4.312,0.099,-0.242,3.49140315479,0.893903822964,-1.49154128515
6065.0,-0.11,65.0,-71.0,9.611,1.213,0.26,-0.25,K02367,1.65,1.52,0.043,-0.042,-0.062,0.091,0.11,0.26,0.146,-0.21,4.16,0.068,-0.066,4.08319386333,0.69209887325,-0.575675123801
5789.0,-0.1,65.0,-65.0,9.895,1.048,0.063,-0.061,K02369,0.464,1.37,0.043,-0.042,-0.038,0.05,0.1,0.2,0.095,-0.16,4.18,0.06,-0.075,7.8523563461,1.16335502996,-1.24542186602
6439.0,-0.08,63.0,-64.0,9.27,1.183,0.1,-0.14,K02370,1.57,1.203,0.041,-0.042,-0.033,0.032,0.048,0.121,-0.124,-0.066,4.35,0.19,-0.41,1.86208713666,1.02194436646,-1.13765117659
5939.0,-0.11,69.0,-68.0,9.767,1.079,0.22,-0.19,K02372,1.3,1.41,0.05,-0.047,-0.053,0.061,0.11,0.24,-0.07,-0.2,4.17,0.061,-0.072,5.84790084144,0.881865721398,-0.893398933397
5719.0,-0.092,65.0,-64.0,9.89,1.003,0.12,-0.12,K02374,1.09,1.13,0.043,-0.042,-0.027,0.03,0.09,0.14,0.12,-0.11,4.328,0.089,-0.16,7.76247116629,1.76549047395,-2.39215320258
5817.0,-0.12,71.0,-68.0,9.847,1.045,0.19,-0.17,K02389,1.19,1.43,0.04,-0.051,-0.045,0.051,0.11,0.23,-0.044,-0.2,4.15,0.06,-0.067,7.03072319884,1.04162710365,-1.00512733809
6007.0,-0.095,69.0,-68.0,9.584,1.33,0.28,-0.22,K02390,1.61,1.95,0.043,-0.043,-0.12,0.1,0.096,0.3,0.13,-0.28,3.982,0.118,-0.076,3.83707245492,1.19793363296,-0.616003663639
4836.0,-0.035,65.0,-65.0,9.86,0.758,0.08,-0.079,K02393,2.019,0.73,0.042,-0.042,-0.022,0.026,0.027,0.023,-0.064,-0.02,4.593,0.24,-0.52,7.24435960075,5.34489451719,-5.0565979768
5228.0,-0.056,66.0,-65.0,9.77,0.874,0.072,-0.086,K02396,1.582,0.835,0.042,-0.042,-0.029,0.026,0.04,0.045,0.097,-0.03,4.537,0.28,-0.5,5.88843655356,5.33174798946,-4.02634941689
6166.0,-0.103,64.0,-65.0,9.766,1.03,0.15,-0.15,K02398,1.16,1.35,0.042,-0.043,-0.04,0.053,0.092,0.21,-0.288,-0.15,4.187,0.06,-0.064,5.83445104274,0.864395051428,-0.799444954858
5068.0,-0.045,63.0,-64.0,9.87,0.802,0.1,-0.11,K02399,2.36,0.777,0.042,-0.042,-0.025,0.029,0.037,0.033,-0.059,-0.026,4.562,0.23,-0.45,7.41310241301,5.17615170493,-4.78283442111
6123.0,-0.085,62.0,-63.0,9.508,1.172,0.17,-0.18,K02403,1.72,1.25,0.042,-0.042,-0.034,0.04,0.075,0.15,0.133,-0.11,4.309,0.098,-0.235,3.22106879128,0.815385138393,-1.34607428322
5992.0,-0.104,68.0,-66.0,9.642,1.182,0.13,-0.13,K02407,0.94,1.44,0.041,-0.042,-0.055,0.084,0.1,0.23,0.181,-0.18,4.194,0.077,-0.07,4.38530697775,0.850697388108,-0.652805399793
5483.0,-0.069,65.0,-66.0,9.85,0.892,0.11,-0.12,K02408,1.69,0.892,0.041,-0.043,-0.027,0.029,0.059,0.066,-0.064,-0.05,4.487,0.18,-0.39,7.07945784384,3.63573520853,-4.19542634071
4774.0,-0.02,65.0,-66.0,9.98,0.629,0.083,-0.077,K02409,2.338,0.617,0.042,-0.043,-0.014,0.016,0.026,0.014,-0.59,-0.014,4.655,0.16,-0.4,9.54992586021,4.25391678581,-5.74803189701
5646.0,-0.072,64.0,-64.0,9.77,0.931,0.065,-0.076,K02410,0.983,0.935,0.042,-0.043,-0.028,0.028,0.059,0.076,-0.082,-0.054,4.465,0.18,-0.35,5.88843655356,3.02407282778,-3.25816856166
5541.0,-0.12,65.0,-76.0,10.08,0.88,0.21,-0.22,K02414,1.37,1.36,0.049,-0.039,-0.045,0.073,0.1,0.26,-0.284,-0.18,4.12,0.067,-0.113,12.0226443462,2.00549269945,-2.75434611238
5210.0,-0.053,64.0,-63.0,9.81,0.847,0.071,-0.079,K02422,1.544,0.815,0.042,-0.043,-0.029,0.028,0.04,0.041,-0.017,-0.029,4.544,0.25,-0.48,6.45654229035,5.02499392462,-4.31858020084
5349.0,-0.054,65.0,-65.0,10.094,0.871,0.14,-0.14,K02426,1.88,0.94,0.042,-0.041,-0.019,0.024,0.062,0.065,0.081,-0.058,4.429,0.065,-0.177,12.4165230759,2.00463043932,-4.15614358015
5835.0,-0.11,64.0,-65.0,9.868,1.044,0.082,-0.075,K02433,0.589,1.35,0.039,-0.034,-0.035,0.041,0.1,0.2,0.01,-0.17,4.19,0.061,-0.067,7.37904230129,1.11276244907,-1.05492378753
5678.0,-0.1,59.0,-64.0,9.842,1.096,0.16,-0.16,K02440,1.13,1.4,0.04,-0.04,-0.053,0.095,0.1,0.23,0.31,-0.17,4.18,0.091,-0.117,6.95024317589,1.62013527642,-1.64139873358
5059.0,-0.045,64.0,-64.0,9.86,0.827,0.05,-0.055,K02442,1.198,0.796,0.042,-0.042,-0.026,0.027,0.036,0.033,0.061,-0.024,4.555,0.24,-0.46,7.24435960075,5.34489451719,-4.73247316924
5786.0,-0.092,66.0,-65.0,9.98,0.887,0.14,-0.15,K02443,1.36,1.062,0.043,-0.042,-0.027,0.029,0.083,0.128,-0.291,-0.096,4.331,0.066,-0.098,9.54992586021,1.5673914126,-1.92913575996
5974.0,-0.088,62.0,-62.0,9.724,1.172,0.34,-0.29,K02462,2.36,1.63,0.042,-0.041,-0.056,0.087,0.1,0.23,0.086,-0.2,4.08,0.074,-0.09,5.29663443892,0.983949149217,-0.991368333999
6066.0,-0.104,65.0,-66.0,9.581,1.179,0.21,-0.23,K02463,1.74,1.33,0.043,-0.042,-0.042,0.06,0.089,0.2,0.174,-0.14,4.26,0.068,-0.144,3.81065823394,0.645904250037,-1.07538950763
4837.0,-0.034,65.0,-65.0,9.85,0.772,0.076,-0.074,K02469,1.981,0.741,0.042,-0.042,-0.023,0.026,0.026,0.022,-0.008,-0.018,4.588,0.25,-0.5,7.07945784384,5.5097962741,-4.84073670527
5843.0,-0.1,64.0,-64.0,9.67,1.167,0.19,-0.18,K02470,1.28,1.39,0.042,-0.042,-0.061,0.083,0.1,0.23,0.28,-0.18,4.22,0.087,-0.075,4.67735141287,1.03743495385,-0.741850658314
5071.0,-0.045,65.0,-67.0,9.81,0.797,0.047,-0.049,K02473,1.09,0.765,0.042,-0.042,-0.026,0.028,0.031,0.031,-0.095,-0.023,4.574,0.26,-0.49,6.45654229035,5.29243325905,-4.36724615949
5317.0,-0.058,65.0,-64.0,9.78,0.804,0.096,-0.116,K02474,2.057,0.778,0.043,-0.042,-0.028,0.029,0.039,0.043,-0.247,-0.028,4.564,0.26,-0.45,6.02559586074,4.93918610069,-3.88763377124
5366.0,-0.092,66.0,-65.0,9.94,1.071,0.24,-0.19,K02479,1.48,1.94,0.044,-0.044,-0.078,0.076,0.098,0.28,0.077,-0.27,3.897,0.12,-0.11,8.70963589956,2.77190031541,-1.94880614564
4844.0,-0.12,131.0,-69.0,9.473,1.503,0.095,-0.066,K02481,0.517,6.13,0.045,-0.04,-0.028,0.018,0.15,0.9,0.133,-1.01,3.04,0.028,-0.015,2.97166603174,0.197901431305,-0.100885449713
5713.0,-0.103,64.0,-62.0,10.063,0.862,0.33,-0.33,K02484,2.54,1.15,0.042,-0.043,-0.031,0.04,0.098,0.17,-0.32,-0.13,4.246,0.057,-0.067,11.5611224219,1.62144496364,-1.65280297299
6036.0,-0.104,71.0,-66.0,9.671,1.149,0.2,-0.2,K02486,1.48,1.4,0.04,-0.042,-0.042,0.065,0.1,0.21,0.089,-0.17,4.208,0.073,-0.087,4.68813382145,0.858123308126,-0.85106136653
5992.0,-0.11,70.0,-68.0,9.748,1.117,0.17,-0.14,K02488,1.1,1.47,0.037,-0.043,-0.04,0.051,0.11,0.22,-0.0,-0.19,4.15,0.058,-0.068,5.59757601495,0.799772339875,-0.811275091725
5635.0,-0.087,62.0,-60.0,10.076,0.831,0.16,-0.16,K02492,1.6,0.983,0.042,-0.041,-0.024,0.027,0.084,0.111,-0.314,-0.087,4.37,0.064,-0.12,11.9124200803,1.89142256576,-2.87592534305
5137.0,-0.042,63.0,-66.0,10.0,0.794,0.12,-0.13,K02498,2.41,0.796,0.043,-0.043,-0.022,0.027,0.047,0.037,-0.104,-0.033,4.535,0.14,-0.32,10.0,3.80384264603,-5.21369907677
4888.0,-0.031,66.0,-65.0,9.97,0.803,0.11,-0.11,K02503,2.68,0.783,0.042,-0.042,-0.022,0.025,0.037,0.026,0.172,-0.024,4.554,0.16,-0.38,9.33254300797,4.15708581795,-5.44209155803
5425.0,-0.077,66.0,-66.0,9.88,1.128,0.21,-0.13,K02516,1.26,1.85,0.042,-0.04,-0.089,0.078,0.095,0.21,0.282,-0.26,3.959,0.13,-0.1,7.58577575029,2.64715417252,-1.56017988955
5601.0,-0.055,64.0,-64.0,9.51,0.935,0.066,-0.078,K02517,1.41,0.881,0.043,-0.042,-0.028,0.027,0.033,0.05,-0.074,-0.033,4.521,0.31,-0.5,3.2359365693,3.37099791078,-2.21264357702
4975.0,-0.039,64.0,-66.0,9.82,0.743,0.05,-0.051,K02521,1.223,0.715,0.043,-0.042,-0.023,0.025,0.027,0.026,-0.231,-0.02,4.603,0.27,-0.5,6.60693448008,5.69575322805,-4.51763834922
4985.0,-0.04,66.0,-63.0,9.91,0.836,0.13,-0.14,K02522,3.09,0.81,0.042,-0.043,-0.025,0.027,0.039,0.032,0.22,-0.028,4.543,0.2,-0.43,8.12830516164,4.75419035529,-5.10835344124
4729.0,-0.033,64.0,-64.0,9.72,0.739,0.06,-0.059,K02529,1.607,0.703,0.042,-0.042,-0.023,0.023,0.02,0.019,-0.086,-0.017,4.616,0.33,-0.54,5.2480746025,5.97210994052,-3.73451335406
5933.0,-0.09,63.0,-62.0,9.699,1.207,0.13,-0.13,K02530,0.97,1.7,0.044,-0.043,-0.076,0.123,0.09,0.27,0.141,-0.2,4.058,0.095,-0.109,5.00034534977,1.22265750192,-1.10989389983
5034.0,-0.093,61.0,-57.0,9.655,1.284,0.094,-0.088,K02533,0.85,3.36,0.034,-0.03,-0.034,0.045,0.09,0.4,0.012,-0.34,3.496,0.044,-0.041,4.51855944375,0.481785906021,-0.407062232704
6102.0,-0.096,66.0,-72.0,9.56,1.125,0.12,-0.14,K02534,1.18,1.2,0.041,-0.041,-0.031,0.037,0.08,0.16,0.021,-0.11,4.327,0.11,-0.28,3.6307805477,1.04657086517,-1.72531982974
4975.0,-0.035,65.0,-64.0,9.95,0.741,0.11,-0.11,K02538,2.61,0.727,0.042,-0.042,-0.021,0.026,0.037,0.027,-0.212,-0.023,4.585,0.18,-0.46,8.91250938134,4.57711944458,-5.82221394882
5119.0,-0.108,77.0,-68.0,9.718,1.251,0.14,-0.14,K02541,1.13,2.82,0.051,-0.068,-0.037,0.057,0.093,0.4,0.136,-0.3,3.635,0.049,-0.07,5.22396188999,0.623938951454,-0.7776492153
6197.0,-0.1,65.0,-62.0,9.504,1.359,0.33,-0.28,K02545,1.99,1.83,0.042,-0.043,-0.091,0.103,0.1,0.3,0.159,-0.26,4.05,0.053,-0.066,3.1915378551,0.414248575116,-0.449963683173
5928.0,-0.086,65.0,-65.0,9.752,0.998,0.11,-0.13,K02547,1.29,1.079,0.043,-0.043,-0.029,0.032,0.074,0.118,-0.124,-0.086,4.37,0.093,-0.2,5.64936974812,1.3490502119,-2.08485841386
6144.0,-0.09,65.0,-66.0,9.55,1.107,0.16,-0.2,K02555,1.79,1.178,0.043,-0.043,-0.033,0.038,0.073,0.142,-0.058,-0.094,4.338,0.11,-0.25,3.54813389234,1.02274800381,-1.55287157737
5475.0,-0.07,66.0,-65.0,9.84,0.863,0.11,-0.13,K02556,1.82,0.861,0.043,-0.042,-0.029,0.028,0.054,0.064,-0.158,-0.045,4.504,0.2,-0.36,6.91830970919,4.04647225224,-3.89835798879
5860.0,-0.099,64.0,-64.0,9.771,1.06,0.15,-0.16,K02559,1.32,1.19,0.042,-0.043,-0.031,0.037,0.088,0.16,0.116,-0.12,4.309,0.094,-0.151,5.90201080172,1.42623452967,-1.73331696702
6008.0,-0.1,70.0,-68.0,9.733,1.12,0.17,-0.14,K02561,1.13,1.42,0.041,-0.038,-0.038,0.055,0.11,0.2,0.03,-0.18,4.19,0.063,-0.087,5.40754322946,0.844183698301,-0.98165950583
6171.0,-0.098,64.0,-55.0,9.528,1.333,0.12,-0.1,K02563,0.74,1.8,0.043,-0.042,-0.092,0.102,0.106,0.29,0.114,-0.26,4.049,0.062,-0.059,3.37287308659,0.517578363354,-0.42845145279
6131.0,-0.094,58.0,-67.0,9.648,1.15,0.15,-0.11,K02564,0.9,1.52,0.047,-0.048,-0.065,0.071,0.107,0.22,-0.1,-0.21,4.137,0.063,-0.067,4.44631267469,0.694123841133,-0.635654440753
5269.0,-0.066,65.0,-66.0,9.91,0.905,0.11,-0.12,K02571,1.69,0.903,0.042,-0.041,-0.029,0.031,0.059,0.065,0.247,-0.049,4.483,0.19,-0.41,8.12830516164,4.4609489563,-4.96602750147
5480.0,-0.08,65.0,-63.0,9.83,0.97,0.16,-0.18,K02581,2.11,0.986,0.042,-0.042,-0.031,0.032,0.066,0.091,0.262,-0.064,4.437,0.17,-0.35,6.76082975392,3.23917024608,-3.74087803352
5852.0,-0.1,63.0,-62.0,9.665,1.196,0.18,-0.16,K02582,1.11,1.48,0.043,-0.042,-0.072,0.094,0.11,0.25,0.276,-0.2,4.17,0.092,-0.067,4.62381021399,1.09097615273,-0.661029871438
5604.0,-0.089,64.0,-64.0,9.92,0.958,0.25,-0.28,K02583,2.81,1.025,0.043,-0.041,-0.027,0.027,0.079,0.111,0.101,-0.081,4.396,0.12,-0.25,8.31763771103,2.64714425041,-3.64028629815
5949.0,-0.087,66.0,-66.0,9.849,0.917,0.15,-0.17,K02585,1.69,1.02,0.045,-0.045,-0.028,0.028,0.078,0.109,-0.339,-0.083,4.381,0.098,-0.185,7.06317554263,1.78798055568,-2.44999979703
6190.0,-0.1,67.0,-53.0,9.53,1.302,0.33,-0.28,K02590,2.03,1.83,0.036,-0.04,-0.089,0.101,0.1,0.29,-0.001,-0.25,4.03,0.093,-0.063,3.38844156139,0.809148278518,-0.457548316142
6210.0,-0.104,67.0,-65.0,9.467,1.232,0.31,-0.35,K02593,2.62,1.35,0.042,-0.041,-0.037,0.057,0.088,0.21,0.18,-0.14,4.263,0.078,-0.222,2.93089324525,0.576625494275,-1.17296963129
6329.0,-0.095,66.0,-67.0,9.395,1.229,0.13,-0.16,K02595,1.33,1.32,0.041,-0.041,-0.034,0.046,0.077,0.18,0.044,-0.12,4.286,0.096,-0.281,2.4831331053,0.614286193921,-1.18296352726
5866.0,-0.083,65.0,-65.0,9.72,0.92,0.074,-0.093,K02597,1.038,0.937,0.044,-0.044,-0.028,0.028,0.061,0.089,-0.291,-0.059,4.458,0.18,-0.33,5.2480746025,2.69520774475,-2.79336568681
6268.0,-0.112,68.0,-69.0,9.521,1.237,0.22,-0.24,K02603,1.51,1.57,0.044,-0.047,-0.065,0.111,0.097,0.29,-0.037,-0.2,4.141,0.072,-0.062,3.31894457553,0.598474195552,-0.44154616079
5774.0,-0.087,63.0,-65.0,9.68,1.046,0.088,-0.108,K02607,1.091,1.07,0.042,-0.042,-0.03,0.033,0.067,0.118,0.195,-0.076,4.397,0.15,-0.31,4.78630092323,1.97452883069,-2.44207210791
