id_koicand,cks_disp,morton_disp,mullaly_disp,nea_disp
K03184.03,PC,PC,nodata,PC
K03190.01,PC,PC,ND,PC
K03193.01,PC,PC,ND,PC
K03194.01,PC,PC,ND,PC
K03195.01,FP,nodata,ND,FP
K03196.01,PC,PC,ND,PC
K03196.02,PC,PC,ND,PC
K03197.01,PC,PC,ND,PC
K03201.01,FP,nodata,ND,FP
K03202.01,FP,FP,PC,FP
K03203.01,PC,PC,PC,PC
K03208.01,PC,PC,ND,PC
K03214.01,PC,PC,PC,PC
K03214.02,PC,PC,PC,PC
K03215.01,FP,FP,ND,FP
K03218.01,FP,FP,FP,FP
K03220.01,CP,PC,CP,CP
K03224.01,PC,PC,ND,PC
K03225.01,PC,PC,ND,PC
K03227.01,FP,FP,ND,FP
K03232.01,PC,PC,ND,PC
K03233.01,FP,nodata,ND,FP
K03234.01,CP,PC,CP,CP
K03236.01,PC,PC,ND,PC
K03237.01,CP,PC,CP,CP
K03239.01,FP,FP,ND,FP
K03240.01,FP,FP,FP,FP
K03244.01,FP,PC,FP,PC
K03245.01,CP,PC,CP,CP
K03246.01,CP,PC,CP,CP
K03248.01,PC,PC,ND,PC
K03249.01,FP,FP,FP,FP
K03251.01,FP,nodata,ND,FP
K03254.01,FP,FP,ND,FP
K03277.01,CP,PC,CP,CP
K03278.01,FP,PC,FP,PC
K03283.01,FP,nodata,ND,FP
K03283.02,PC,PC,PC,PC
K03283.03,PC,nodata,PC,PC
K03287.01,CP,PC,CP,CP
K03288.01,CP,PC,CP,CP
K03301.01,PC,PC,ND,PC
K03308.01,CP,PC,CP,CP
K03308.02,CP,PC,CP,CP
K03310.01,PC,PC,ND,PC
K03315.01,CP,PC,CP,CP
K03338.01,FP,FP,FP,FP
K03338.02,FP,FP,FP,FP
K03340.01,PC,PC,ND,PC
K03340.02,PC,PC,ND,PC
K03346.01,CP,PC,CP,CP
K03358.01,PC,PC,ND,PC
K03363.01,CP,PC,CP,CP
K03371.01,PC,nodata,PC,PC
K03371.02,CP,PC,CP,CP
K03378.01,FP,FP,ND,FP
K03382.01,FP,FP,ND,FP
K03384.01,PC,PC,ND,PC
K03384.02,CP,PC,CP,CP
K03403.01,CP,PC,CP,CP
K03403.02,PC,PC,ND,PC
K03419.01,PC,PC,PC,PC
K03421.01,PC,PC,ND,PC
K03422.01,PC,PC,ND,PC
K03425.01,PC,PC,ND,PC
K03425.02,PC,PC,ND,PC
K03425.03,PC,PC,nodata,PC
K03436.01,CP,PC,CP,CP
K03438.01,CP,PC,CP,CP
K03451.01,PC,PC,ND,PC
K03456.01,CP,PC,CP,CP
K03456.02,PC,nodata,PC,PC
K03465.01,CP,PC,CP,CP
K03473.01,PC,PC,ND,PC
K03474.01,PC,PC,PC,PC
K03497.01,CP,PC,CP,CP
K03500.01,PC,PC,PC,PC
K03500.02,FP,FP,ND,FP
K03503.01,PC,PC,PC,PC
K03503.02,PC,PC,PC,PC
K03541.01,PC,PC,PC,PC
K03608.01,PC,PC,PC,PC
K03641.01,FP,PC,FP,PC
K03641.02,FP,nodata,FP,FP
K03663.01,CP,CP,CP,CP
K03678.01,CP,PC,CP,CP
K03680.01,PC,PC,PC,PC
K03681.01,CP,PC,CP,CP
K03681.02,PC,PC,PC,PC
K03683.01,CP,PC,CP,CP
K03689.01,PC,PC,ND,PC
K03726.01,PC,PC,PC,PC
K03770.01,PC,PC,ND,PC
K03780.01,PC,PC,ND,PC
K03787.01,PC,PC,PC,PC
K03791.01,CP,PC,CP,CP
K03791.02,CP,PC,CP,CP
K03801.01,PC,PC,PC,PC
K03811.01,PC,PC,PC,PC
K03823.01,PC,PC,PC,PC
K03835.01,CP,PC,CP,CP
K03853.01,PC,PC,ND,PC
K03864.01,PC,PC,ND,PC
K03864.02,PC,nodata,ND,PC
K03867.01,CP,PC,CP,CP
K03871.01,FP,FP,FP,FP
K03876.01,PC,PC,ND,PC
K03880.01,PC,PC,ND,PC
K03886.01,PC,PC,ND,PC
K03889.01,FP,FP,FP,FP
K03890.01,PC,PC,PC,PC
K03891.01,PC,PC,ND,PC
K03892.01,CP,PC,CP,CP
K03907.01,PC,PC,ND,PC
K03908.01,PC,PC,PC,PC
K03913.01,PC,PC,ND,PC
K03925.01,PC,PC,ND,PC
K03925.02,CP,PC,CP,CP
K03925.03,CP,PC,CP,CP
K03928.01,CP,PC,CP,CP
K03936.01,FP,PC,FP,PC
K03936.02,PC,PC,PC,PC
K03943.01,PC,PC,ND,PC
K03946.01,CP,PC,CP,CP
K03980.01,FP,FP,ND,FP
K03991.01,PC,PC,ND,PC
K04002.01,PC,PC,ND,PC
K04004.01,PC,PC,ND,PC
K04005.01,CP,CP,CP,CP
K04011.01,FP,FP,ND,FP
K04014.01,PC,PC,PC,PC
K04018.01,FP,FP,ND,FP
K04021.01,PC,PC,ND,PC
K04021.02,PC,PC,ND,PC
K04022.01,FP,FP,ND,FP
K04024.01,CP,PC,CP,CP
K04032.01,CP,PC,CP,CP
K04032.02,CP,PC,CP,CP
K04032.03,CP,PC,CP,CP
K04032.04,CP,PC,CP,CP
K04032.05,PC,PC,nodata,PC
K04036.01,CP,PC,CP,CP
K04037.01,PC,PC,PC,PC
K04053.01,PC,PC,ND,PC
K04054.01,PC,PC,PC,PC
K04060.01,PC,PC,PC,PC
K04062.01,FP,FP,ND,FP
K04066.01,PC,PC,PC,PC
K04067.01,PC,PC,ND,PC
K04070.01,FP,FP,ND,FP
K04072.01,CP,PC,CP,CP
K04098.01,PC,PC,ND,PC
K04103.01,CP,PC,CP,CP
K04103.02,PC,PC,PC,PC
K04109.01,PC,PC,ND,PC
K04121.01,CP,PC,CP,CP
K04123.01,PC,PC,ND,PC
K04129.01,PC,PC,ND,PC
K04136.01,PC,PC,ND,PC
K04136.02,PC,PC,ND,PC
K04144.01,PC,PC,ND,PC
K04146.01,CP,PC,CP,CP
K04156.01,PC,PC,ND,PC
K04157.01,PC,PC,ND,PC
K04157.02,PC,PC,nodata,PC
K04159.01,CP,PC,CP,CP
K04160.01,CP,PC,CP,CP
K04184.01,PC,PC,ND,PC
K04188.01,PC,PC,ND,PC
K04190.01,CP,PC,CP,CP
K04198.01,FP,FP,ND,FP
K04199.01,CP,PC,CP,CP
K04204.01,CP,PC,CP,CP
K04212.01,CP,PC,CP,CP
K04212.02,PC,PC,ND,PC
K04215.01,CP,PC,CP,CP
K04222.01,CP,PC,CP,CP
K04226.01,PC,PC,ND,PC
K04230.01,CP,PC,CP,CP
K04235.01,PC,PC,PC,PC
K04245.01,PC,PC,ND,PC
K04246.01,CP,PC,CP,CP
K04246.02,PC,nodata,PC,PC
K04251.01,PC,PC,ND,PC
K04257.01,FP,FP,ND,FP
K04269.01,PC,PC,ND,PC
K04269.02,FP,FP,ND,FP
K04273.01,PC,PC,ND,PC
K04276.01,CP,PC,CP,CP
K04287.01,PC,PC,PC,PC
K04287.02,PC,PC,PC,PC
K04288.01,CP,PC,CP,CP
K04288.02,PC,PC,ND,PC
K04288.03,FP,FP,nodata,FP
K04292.01,CP,PC,CP,CP
K04296.01,PC,PC,ND,PC
K04298.01,FP,FP,ND,FP
K04298.02,FP,FP,nodata,FP
K04301.01,CP,PC,CP,CP
K04301.02,PC,PC,nodata,PC
K04302.01,PC,PC,ND,PC
K04304.01,CP,PC,CP,CP
K04312.01,CP,PC,CP,CP
K04318.01,PC,nodata,ND,PC
K04323.01,PC,PC,PC,PC
K04323.02,FP,FP,FP,FP
K04329.01,PC,PC,ND,PC
K04335.01,CP,PC,CP,CP
K04343.01,PC,PC,ND,PC
K04356.01,CP,PC,CP,CP
K04366.01,PC,PC,ND,PC
K04367.01,PC,PC,PC,PC
K04368.01,FP,FP,FP,FP
K04368.02,PC,PC,ND,PC
K04374.01,PC,PC,ND,PC
K04382.01,CP,PC,CP,CP
K04382.02,PC,nodata,ND,PC
K04383.01,CP,PC,CP,CP
K04383.02,PC,PC,nodata,PC
K04385.01,PC,PC,PC,PC
K04385.02,CP,PC,CP,CP
K04385.03,PC,PC,PC,PC
K04399.01,PC,PC,ND,PC
K04400.01,CP,PC,CP,CP
K04407.01,PC,PC,ND,PC
K04409.01,PC,PC,ND,PC
K04411.01,CP,PC,CP,CP
K04418.01,PC,nodata,ND,PC
K04421.01,PC,PC,ND,PC
K04421.02,PC,PC,nodata,PC
K04423.01,PC,PC,ND,PC
K04426.01,PC,nodata,ND,PC
K04430.01,FP,FP,ND,FP
K04431.01,PC,PC,ND,PC
K04431.02,FP,nodata,ND,FP
K04435.01,PC,PC,PC,PC
K04435.02,PC,nodata,PC,PC
K04441.01,CP,PC,CP,CP
K04443.01,PC,PC,ND,PC
K04446.01,CP,PC,CP,CP
K04452.01,PC,PC,ND,PC
K04457.01,PC,PC,PC,PC
K04469.01,FP,FP,ND,FP
K04473.01,CP,PC,CP,CP
K04480.01,PC,PC,PC,PC
K04482.01,PC,PC,ND,PC
K04505.01,PC,PC,ND,PC
K04546.01,PC,PC,ND,PC
K04556.01,FP,FP,ND,FP
K04557.01,PC,PC,ND,PC
K04561.01,CP,PC,CP,CP
K04567.01,PC,PC,PC,PC
K04567.02,PC,PC,PC,PC
K04575.01,PC,nodata,PC,PC
K04580.01,PC,PC,ND,PC
K04581.01,PC,PC,ND,PC
K04582.01,PC,PC,ND,PC
K04585.01,CP,PC,CP,CP
K04588.01,PC,PC,ND,PC
K04601.01,PC,PC,ND,PC
K04603.01,PC,PC,ND,PC
K04605.01,PC,PC,ND,PC
K04613.01,PC,PC,ND,PC
K04614.01,PC,PC,ND,PC
K04617.01,CP,PC,CP,CP
K04633.01,PC,PC,ND,PC
K04634.01,PC,PC,ND,PC
K04637.01,PC,PC,ND,PC
K04640.01,CP,PC,CP,CP
K04647.01,PC,PC,PC,PC
K04647.02,PC,PC,PC,PC
K04651.01,PC,PC,ND,PC
K04653.01,PC,PC,ND,PC
K04657.01,FP,FP,PC,FP
K04657.02,PC,PC,PC,PC
K04659.01,PC,PC,ND,PC
K04663.01,PC,PC,ND,PC
K04665.01,FP,nodata,FP,FP
K04674.01,PC,PC,ND,PC
K04686.01,PC,PC,ND,PC
K04693.01,CP,PC,CP,CP
K04699.01,PC,PC,ND,PC
K04706.01,CP,PC,CP,CP
K04715.01,PC,PC,PC,PC
K04716.01,PC,PC,ND,PC
K04716.02,PC,PC,nodata,PC
K04717.01,PC,nodata,ND,PC
K04725.01,PC,PC,ND,PC
K04744.01,FP,FP,ND,FP
K04745.01,CP,CP,CP,CP
K04746.01,FP,FP,ND,FP
K04763.01,PC,PC,PC,PC
K04765.01,CP,PC,CP,CP
K04771.01,PC,nodata,PC,PC
K04773.01,PC,PC,ND,PC
K04774.01,PC,PC,PC,PC
K04775.01,PC,PC,ND,PC
K04792.01,PC,PC,ND,PC
K04811.01,PC,PC,ND,PC
K04822.01,PC,PC,ND,PC
K04829.01,PC,PC,ND,PC
K04829.02,FP,nodata,ND,FP
K04833.01,PC,PC,ND,PC
K04834.01,PC,PC,ND,PC
K04839.01,PC,nodata,ND,PC
K04841.01,FP,nodata,ND,FP
K04850.01,PC,PC,ND,PC
K04864.01,PC,PC,ND,PC
K04881.01,PC,PC,ND,PC
K04881.02,FP,FP,nodata,FP
K04887.01,FP,FP,ND,FP
K04892.01,PC,PC,ND,PC
K04898.01,PC,nodata,PC,PC
K04902.01,PC,nodata,PC,PC
K04907.01,PC,PC,ND,PC
K04941.01,FP,nodata,FP,FP
K04961.01,PC,nodata,PC,PC
K04978.01,PC,nodata,PC,PC
K05018.01,PC,PC,PC,PC
K05021.01,PC,nodata,PC,PC
K05039.01,FP,nodata,FP,FP
K05048.01,PC,nodata,PC,PC
K05057.01,PC,nodata,PC,PC
K05084.01,CP,PC,CP,CP
K05085.01,PC,nodata,PC,PC
K05107.01,PC,nodata,PC,PC
K05119.01,PC,nodata,PC,PC
K05124.01,PC,PC,PC,PC
K05135.01,PC,nodata,PC,PC
K05155.01,PC,PC,PC,PC
K05159.01,FP,nodata,FP,FP
K05198.01,FP,nodata,FP,FP
K05216.01,PC,nodata,PC,PC
K05236.01,PC,PC,PC,PC
K05241.01,PC,PC,PC,PC
K05247.01,PC,nodata,PC,PC
K05269.01,PC,nodata,PC,PC
K05278.01,PC,PC,PC,PC
K05284.01,PC,PC,PC,PC
K05290.01,PC,nodata,PC,PC
K05324.01,PC,nodata,PC,PC
K05375.01,PC,nodata,PC,PC
K05379.01,PC,nodata,PC,PC
K05380.01,PC,nodata,PC,PC
K05393.01,PC,nodata,PC,PC
K05423.01,PC,nodata,PC,PC
K05546.01,PC,nodata,PC,PC
K05567.01,PC,PC,PC,PC
K05592.01,PC,nodata,PC,PC
K05612.01,PC,nodata,PC,PC
K05613.01,PC,nodata,PC,PC
K05622.01,CP,PC,CP,CP
K05625.01,PC,PC,PC,PC
K05626.01,PC,nodata,PC,PC
K05645.01,PC,nodata,PC,PC
K05689.01,PC,nodata,PC,PC
K05702.01,PC,nodata,PC,PC
K05706.01,CP,PC,CP,CP
K05782.01,PC,nodata,PC,PC
K05790.01,PC,PC,PC,PC
K05792.01,PC,PC,PC,PC
K05798.01,PC,nodata,PC,PC
K05837.01,PC,nodata,PC,PC
K05850.01,PC,PC,PC,PC
K05852.01,PC,nodata,PC,PC
K05855.01,PC,PC,PC,PC
K05869.01,PC,nodata,PC,PC
K05877.01,PC,nodata,PC,PC
K05888.01,PC,nodata,PC,PC
K05900.01,FP,nodata,FP,FP
K05900.02,FP,FP,nodata,FP
K05924.01,PC,nodata,PC,PC
K05929.01,PC,PC,PC,PC
K05932.01,PC,nodata,PC,PC
K05949.01,PC,nodata,PC,PC
K05953.01,PC,nodata,PC,PC
K06102.01,PC,nodata,PC,PC
K06384.01,PC,PC,nodata,PC
K06425.01,PC,PC,nodata,PC
K06676.01,PC,PC,nodata,PC
K06734.01,PC,PC,nodata,PC
K06745.01,PC,PC,nodata,PC
K06759.01,PC,PC,nodata,PC
K06786.01,PC,PC,nodata,PC
K06883.01,FP,FP,nodata,FP
K06927.01,FP,FP,nodata,FP
K06971.01,PC,PC,nodata,PC
K06981.01,FP,FP,nodata,FP
K07016.01,CP,CP,nodata,CP
K07040.01,PC,PC,nodata,PC
K07136.01,PC,PC,nodata,PC
K07179.01,PC,PC,nodata,PC
K07223.01,PC,PC,nodata,PC
K07235.01,PC,PC,nodata,PC
K07345.01,PC,PC,nodata,PC
K07566.01,FP,FP,nodata,FP
K07587.01,PC,PC,nodata,PC
K07599.01,PC,PC,nodata,PC
K07605.01,FP,FP,nodata,FP
KIC8435766.01,CP,nodata,nodata,nodata
KIC11187332.01,CP,nodata,nodata,nodata
KIC2718885.01,CP,nodata,nodata,nodata
KIC6359893.01,CP,nodata,nodata,nodata
