,id_starname,gdir_srad,gdir_srad_err1,gdir_srad_err2,giso_smass,giso_smass_err2,giso_smass_err1,giso_srad,giso_srad_err1,giso_srad_err2,giso_sage,giso_sage_err1,giso_sage_err2,giso2_sparallax,giso2_sparallax_err1,giso2_sparallax_err2
1092,K04288,1.37463278567,0.0343862866536,-0.0334477540505,1.09124684619,-0.0340984763028,0.0358871809159,1.36586317654,0.0159784557476,-0.0168454282417,6.09600629317,1.06746637515,-0.988481180421,1.99371378578,0.227716441818,-0.258248227115
1093,K04292,1.04737376211,0.0249891755446,-0.0243511380142,0.877453932276,-0.0108122254805,0.0174372424633,1.03842164528,0.00790085942931,-0.00868357892736,12.8085153919,0.765228915102,-1.30232252715,2.67035733636,0.194893775683,-0.302678466059
1094,K04296,0.961151897273,0.0225377495156,-0.0219854086829,0.788666746052,-0.00618642066753,0.00733801874368,0.940344955913,0.00736816153825,-0.00594876427053,13.4246654093,0.36387685293,-0.638057817745,2.99381859139,0.129720802976,-0.14470718986
1095,K04298,1.46144007074,0.0379814906088,-0.0368186501869,0.989036508683,-0.0221390465373,0.0226940069136,1.44944041174,0.0198992901766,-0.0191131424002,7.30977216306,0.676243796841,-0.662813780856,1.42375288162,0.144168652987,-0.178465765049
1096,K04301,1.14108590423,0.0266174194345,-0.0258874395258,0.995407778367,-0.0297347049444,0.0311797299458,1.13434931269,0.0105078171144,-0.0114697449674,5.44068002939,1.20548320653,-1.14853660951,1.85861194136,0.168502510368,-0.222139493359
1097,K04302,1.45825174421,0.0421216307896,-0.0406925443781,1.04804644404,-0.0273515609058,0.0344381261259,1.4496540074,0.0265940509026,-0.0252509083008,6.63044804449,0.776011217536,-0.886117882979,1.15252253143,0.129986196291,-0.154518044363
1098,K04304,1.36848162192,0.0411913361114,-0.0398472562929,1.00769385509,-0.0268995670044,0.0284210441511,1.3569152093,0.0255670795025,-0.0228817644691,9.02055485727,1.07416625538,-1.06520591387,0.868811071577,0.111145915248,-0.139576530086
1099,K04312,1.40684338529,0.042694621643,-0.0413828034818,0.883353937777,-0.0134497755924,0.0170614685521,1.39544714116,0.025070374696,-0.0231837226886,13.0568277802,0.556878840367,-0.790191515232,1.2265982304,0.257341100637,-0.202158177505
1100,K04318,1.27921247652,0.0296163811678,-0.0289266818951,1.22219566133,-0.0393040116858,0.0240501679594,1.27135291044,0.0213723888278,-0.014010052745,1.45556529207,0.889232627983,-0.472600712455,1.74524387118,0.0886339130109,-0.176306567282
1101,K04323,1.70890588693,0.0480182423027,-0.0464584244052,1.21033480196,-0.0815654504456,0.0268566224795,1.66564191834,0.0306603314678,-0.0222193971484,3.98004327091,1.2338712896,-0.443781652229,1.2139359518,0.14183691761,-0.165462749089
1102,K04329,1.92794602357,0.0485293223221,-0.0470940399315,1.37306192093,-0.0491758129463,0.0266171214215,1.92317149409,0.0251649826816,-0.0292559636119,2.87104947993,0.605091798875,-0.273954658022,2.3326140151,0.205626506703,-0.323371571691
1103,K04335,1.01823726262,0.028809138249,-0.0279193757974,0.827127685558,-0.0107094281138,0.0172034898253,1.00444909769,0.0132892174136,-0.0135015882354,12.6517174566,0.867432480676,-1.38738930244,1.47360388104,0.102301831473,-0.125099187907
1104,K04343,1.13485943426,0.47191934437,-0.252368500457,0.867278505684,-0.029738178379,0.0358945722265,0.926488626568,0.164095120211,-0.0818756372999,7.69855585958,3.89735972662,-5.04126030893,1.14176974396,0.139090417819,-0.18089129502
1105,K04356,0.661186081988,0.0257974870157,-0.0247147603658,0.747475172287,-0.0189648259579,0.0131752838097,0.695148320839,0.00791351129353,-0.00940151060203,1.5808343657,3.92974742645,-1.14214597442,1.41885648387,0.0418106493056,-0.0424726704828
1106,K04366,0.791350718229,0.0346305815856,-0.0329407887276,0.82048279765,-0.0322816030068,0.0265654724599,0.786483788075,0.0176966625275,-0.0166890578281,5.25426547566,4.49187620364,-3.65208156617,1.09107366633,0.0376040554838,-0.0490930165073
1107,K04367,1.47394618068,0.0457173538292,-0.0442023230485,1.07806699484,-0.0331064829482,0.0484138780277,1.44696267013,0.0305341345594,-0.0274203834464,5.65328579021,0.817591977062,-1.00457889626,0.905541534678,0.10576491196,-0.114747942339
