angDist,id_kic,m17_ra,m17_dec,ra_ep2000,dec_ep2000,errHalfMaj,errHalfMin,errPosAng,ra,dec,source_id,ref_epoch,ra_error,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_variable_flag,l,b
0.209816,5903312,298.66101,41.13789,298.6610504899,41.1379396682,0.000,0.000,0,298.6610504899,41.1379396682,2073819152080638848,2015.0,0.096,0.135,,,,,,,0.526,0,130,1.88257e+05,7.67585e+01,12.338,NOT_AVAILABLE,76.0690788636,6.7455127022
5.328020,5903312,298.66101,41.13789,298.6624781991,41.1369062666,0.010,0.006,90,298.6624781991,41.1369062666,2073819156379167872,2015.0,9.573,6.269,,,,,,,-0.233,0,32,7.79159e+01,3.82455e+00,20.796,NOT_AVAILABLE,76.0687297930,6.7440622109
6.471163,5903312,298.66101,41.13789,298.6586841663,41.1382936139,0.022,0.005,90,298.6586841663,41.1382936139,2073819156379156736,2015.0,22.109,4.660,,,,,,,-0.458,0,61,2.00711e+02,2.53849e+00,19.768,NOT_AVAILABLE,76.0684775436,6.7472287160
0.030609,5905822,299.16049,41.14373,299.1604788660,41.1437285888,0.017,0.012,90,299.1604856369,41.1437941223,2075132209486310912,2015.0,0.133,0.190,3.82,0.25,1.224,1.116,15.728,0.796,0.666,0,122,8.48805e+05,9.97758e+02,10.703,NOT_AVAILABLE,76.2667391205,6.4246610024
0.153419,5941160,284.40991,41.237461,284.4099492861,41.2374917147,0.000,0.000,0,284.4099492861,41.2374917147,2103671476888707840,2015.0,0.106,0.125,,,,,,,-0.248,0,133,4.60653e+04,1.86919e+01,13.866,NOT_AVAILABLE,71.3387020262,16.4075425623
0.060961,5942808,285.21667,41.282429,285.2166769035,41.2824451193,0.000,0.000,0,285.2166769035,41.2824451193,2103845027928314368,2015.0,0.102,0.146,,,,,,,0.209,0,137,1.04216e+04,7.12484e+00,15.480,NOT_AVAILABLE,71.6204527828,15.8629945450
6.440524,5942808,285.21667,41.282429,285.2143281714,41.2821069556,0.000,0.000,0,285.2143281714,41.2821069556,2103845027928600576,2015.0,0.142,0.207,,,,,,,0.336,0,123,6.09969e+03,1.13679e+01,16.062,NOT_AVAILABLE,71.6194281182,15.8644972379
0.012437,5953297,289.55301,41.297852,289.5530055114,41.2978527506,0.001,0.000,0,289.5530055114,41.2978527506,2101475236774578304,2015.0,0.489,0.824,,,,,,,0.329,0,102,4.60635e+04,2.74581e+01,13.866,NOT_AVAILABLE,72.9854728044,12.8854017007
6.189191,5953297,289.55301,41.297852,289.5510365196,41.2969816984,0.003,0.001,0,289.5510365196,41.2969816984,2101475236774489088,2015.0,0.689,3.107,,,,,,,0.958,0,69,1.58047e+03,3.57392e+00,17.528,NOT_AVAILABLE,72.9840227094,12.8863757839
0.127430,5954001,289.77954,41.214409,289.7795822385,41.2143933991,0.000,0.000,0,289.7795822385,41.2143933991,2101460084129881088,2015.0,0.065,0.108,,,,,,,0.372,0,149,5.09931e+04,1.46623e+01,13.756,NOT_AVAILABLE,72.9817747279,12.6957549130
6.331772,5954001,289.77954,41.214409,289.7812820519,41.2155821153,0.005,0.002,0,289.7812820519,41.2155821153,2101460088424268928,2015.0,1.983,4.827,,,,,,,0.657,0,78,9.11100e+01,2.36172e+00,20.626,NOT_AVAILABLE,72.9834340551,12.6951009526
6.707678,5954001,289.77954,41.214409,289.7798398396,41.2162585416,0.005,0.002,0,289.7798398396,41.2162585416,2101460088424268032,2015.0,2.089,4.875,,,,,,,0.551,0,66,8.51884e+01,1.46316e+00,20.699,NOT_AVAILABLE,72.9835904529,12.6963702965
0.271558,5956342,290.51047,41.24482,290.5104793609,41.2447448964,0.000,0.000,0,290.5104793609,41.2447448964,2101776880914227584,2015.0,0.074,0.120,,,,,,,0.339,0,115,1.26911e+04,8.94691e+00,15.266,NOT_AVAILABLE,73.2504604646,12.2117677342
0.827368,5959719,291.62878,41.208599,291.6288073202,41.2088279036,0.000,0.000,0,291.6288073202,41.2088279036,2101638754766507520,2015.0,0.096,0.161,,,,,,,0.007,0,110,4.81840e+04,1.88254e+01,13.818,NOT_AVAILABLE,73.5920743270,11.4391514319
6.948091,5959719,291.62878,41.208599,291.6294312595,41.2067322015,0.001,0.001,0,291.6294312595,41.2067322015,2101638754772001792,2015.0,1.253,1.299,,,,,,,-0.575,0,75,4.14472e+02,2.18453e+00,18.981,NOT_AVAILABLE,73.5903668165,11.4378055550
0.278644,5963582,292.88528,41.27924,292.8852327711,41.2791712163,0.000,0.000,0,292.8852327711,41.2791712163,2053569480790653568,2015.0,0.092,0.162,,,,,,,0.603,0,105,1.21914e+05,4.62286e+01,12.810,NOT_AVAILABLE,74.0863509765,10.6254777556
6.133104,5963582,292.88528,41.27924,292.8830130352,41.2792454952,0.001,0.000,0,292.8830130352,41.2792454952,2053569480793903104,2015.0,0.478,0.699,,,,,,,0.756,0,79,5.87757e+02,4.25481e+00,18.602,NOT_AVAILABLE,74.0856501212,10.6269988444
0.107671,5965629,293.46365,41.290939,293.4636441580,41.2909685847,0.000,0.000,0,293.4636441580,41.2909685847,2077388647860277632,2015.0,0.097,0.137,,,,,,,0.589,0,122,1.16784e+04,1.88242e+01,15.356,NOT_AVAILABLE,74.2982587748,10.2438785445
3.597375,5965629,293.46365,41.290939,293.4649677579,41.2908040969,0.001,0.000,0,293.4649677579,41.2908040969,2077388652158595840,2015.0,0.393,0.519,,,,,,,0.646,0,114,5.65141e+02,2.70434e+00,18.644,NOT_AVAILABLE,74.2985730410,10.2429191329
0.083866,5966154,293.62604,41.27282,293.6260583769,41.2728012399,0.000,0.000,0,293.6260583769,41.2728012399,2077386311395750528,2015.0,0.079,0.108,,,,,,,0.615,0,112,1.17444e+05,7.09714e+01,12.850,NOT_AVAILABLE,74.3387459245,10.1270955523
7.236668,5966154,293.62604,41.27282,293.6284040992,41.2737601396,0.003,0.002,0,293.6284040992,41.2737601396,2077386315696653696,2015.0,1.618,2.885,,,,,,,0.948,0,84,3.43901e+02,2.77367e+00,19.184,NOT_AVAILABLE,74.3404340440,10.1259704161
0.100073,5966322,293.67532,41.295361,293.6753495930,41.2953443149,0.026,0.025,90,293.6755079849,41.2952105840,2077409641658101376,2015.0,0.228,0.374,3.95,0.46,28.561,1.750,-32.095,1.636,0.404,0,120,2.46776e+05,7.04580e+01,12.044,NOT_AVAILABLE,74.3763139922,10.1043989545
5.987306,5966322,293.67532,41.295361,293.6731090226,41.2952795989,0.001,0.000,0,293.6731090226,41.2952795989,2077409641663853824,2015.0,0.367,0.726,,,,,,,0.655,0,105,1.43465e+03,3.79923e+00,17.633,NOT_AVAILABLE,74.3755342073,10.1060311347
6.366608,5966322,293.67532,41.295361,293.6776510264,41.2951152507,0.014,0.008,0,293.6776510264,41.2951152507,2077409645959134976,2015.0,8.461,13.639,,,,,,,0.996,0,69,3.69421e+02,3.42968e+00,19.106,NOT_AVAILABLE,74.3769802449,10.1029254181
0.158390,5972334,295.28723,41.221958,295.2872306693,41.2220019944,0.000,0.000,0,295.2872306693,41.2220019944,2076692382124127232,2015.0,0.094,0.137,,,,,,,0.495,0,105,1.68384e+04,9.94630e+00,14.959,NOT_AVAILABLE,74.8850701411,8.9991440531
0.236088,5985713,298.26816,41.251663,298.2681162006,41.2516062868,0.001,0.000,0,298.2681162006,41.2516062868,2073881583725328896,2015.0,0.231,0.509,,,,,,,0.908,0,103,2.16712e+05,6.48142e+01,12.185,NOT_AVAILABLE,76.0176973389,7.0581476080
6.275213,5985713,298.26816,41.251663,298.2658489935,41.2518032832,0.003,0.001,0,298.2658489935,41.2518032832,2073875708214717696,2015.0,0.889,2.503,,,,,,,0.985,0,95,3.68458e+03,1.18080e+01,16.609,NOT_AVAILABLE,76.0170058209,7.0597202687
6.684135,5985713,298.26816,41.251663,298.2670830296,41.2533338595,0.001,0.000,0,298.2670830296,41.2533338595,2073881583729978752,2015.0,0.467,1.078,,,,,,,0.959,0,99,3.03520e+03,8.27161e+00,16.819,NOT_AVAILABLE,76.0188089939,7.0596873266
7.076861,5985713,298.26816,41.251663,298.2687022256,41.2535860625,0.000,0.000,0,298.2687022256,41.2535860625,2073881583729322368,2015.0,0.170,0.206,,,,,,,0.598,0,106,6.40575e+03,1.51773e+01,16.008,NOT_AVAILABLE,76.0196451260,7.0587616399
7.540066,5985713,298.26816,41.251663,298.2654516254,41.2511725069,0.013,0.004,0,298.2654516254,41.2511725069,2073875712515236352,2015.0,4.093,13.348,,,,,,,-0.609,0,72,2.12736e+02,4.60802e+00,19.705,NOT_AVAILABLE,76.0163050329,7.0596615761
7.546654,5985713,298.26816,41.251663,298.2690402655,41.2496739178,0.005,0.002,0,298.2690402655,41.2496739178,2073881519311025024,2015.0,1.891,4.510,,,,,,,0.934,0,81,2.56817e+02,2.26910e+00,19.501,NOT_AVAILABLE,76.0163657739,7.0565758524
7.858483,5985713,298.26816,41.251663,298.2706154111,41.2504980015,0.004,0.003,0,298.2706154111,41.2504980015,2073881519311031680,2015.0,2.611,3.858,,,,,,,0.524,0,90,1.76078e+02,2.11560e+00,19.911,NOT_AVAILABLE,76.0176833724,7.0559661742
0.755509,6020753,282.97342,41.32201,282.9734854301,41.3218059702,0.000,0.000,0,282.9734854301,41.3218059702,2104376401280178688,2015.0,0.072,0.108,,,,,,,0.308,0,153,5.25162e+04,1.50348e+01,13.724,NOT_AVAILABLE,71.0064594191,17.4426157698
0.095516,6021193,283.19208,41.305389,283.1920787739,41.3054155162,0.000,0.000,0,283.1920787739,41.3054155162,2104466148918467200,2015.0,0.064,0.097,,,,,,,0.320,0,151,8.36868e+04,3.01812e+01,13.218,NOT_AVAILABLE,71.0525892988,17.2835951038
0.283825,6026737,285.87579,41.332432,285.8757258021,41.3323696139,0.000,0.000,0,285.8757258021,41.3323696139,2103813142090647808,2015.0,0.061,0.080,,,,,,,0.344,0,116,8.61540e+04,2.18356e+01,13.187,NOT_AVAILABLE,71.8658879993,15.4251345244
0.134631,6026924,285.96872,41.363564,285.9687098166,41.3635273919,0.000,0.000,0,285.9687098166,41.3635273919,2103904298476355712,2015.0,0.057,0.088,,,,,,,0.382,0,132,1.62793e+05,5.40056e+01,12.496,NOT_AVAILABLE,71.9237457025,15.3728664440
7.081034,6026924,285.96872,41.363564,285.9713399824,41.3635164850,0.000,0.000,0,285.9713399824,41.3635164850,2103904298478054400,2015.0,0.308,0.487,,,,,,,0.734,0,97,9.31183e+02,3.28898e+00,18.102,NOT_AVAILABLE,71.9245296679,15.3710428559
0.442837,6029239,287.08997,41.373878,287.0900181531,41.3737604168,0.000,0.000,0,287.0900181531,41.3737604168,2100906136427896448,2015.0,0.140,0.212,,,,,,,0.135,0,119,1.72960e+05,1.52153e+02,12.430,NOT_AVAILABLE,72.2760459696,14.6031754202
0.249303,6032981,288.68259,41.30732,288.6825061148,41.3073487237,0.000,0.000,0,288.6825061148,41.3073487237,2102124051713462656,2015.0,0.040,0.061,,,,,,,0.230,0,133,3.22037e+05,3.67352e+02,11.755,NOT_AVAILABLE,72.7138572603,13.4835651743
6.314736,6032981,288.68259,41.30732,288.6815176016,41.3088781801,0.006,0.005,0,288.6815176016,41.3088781801,2102124056010297856,2015.0,4.700,6.147,,,,,,,0.955,0,50,1.92076e+02,3.25889e+00,19.816,NOT_AVAILABLE,72.7149735380,13.4848737159
0.940734,6035124,289.44452,41.31776,289.4447455722,41.3179589552,0.000,0.000,0,289.4447455722,41.3179589552,2101476061408298368,2015.0,0.069,0.134,,,,,,,0.319,0,112,5.83582e+04,1.95624e+01,13.610,NOT_AVAILABLE,72.9690466540,12.9676282281
6.144373,6035124,289.44452,41.31776,289.4428575190,41.3165963938,0.013,0.004,0,289.4428575190,41.3165963938,2101476065704050560,2015.0,4.364,13.017,,,,,,,0.985,0,69,3.58793e+02,3.70304e+00,19.138,NOT_AVAILABLE,72.9671660990,12.9683417028
7.643847,6035124,289.44452,41.31776,289.4463270083,41.3161270868,0.003,0.001,0,289.4463270083,41.3161270868,2101476061407161856,2015.0,0.658,2.749,,,,,,,0.856,0,77,7.35656e+02,7.37137e+00,18.358,NOT_AVAILABLE,72.9678538440,12.9657801563
0.065693,6037581,290.23764,41.331379,290.2376236648,41.3313654894,0.001,0.000,0,290.2376236648,41.3313654894,2101792170997714560,2015.0,0.365,0.577,,,,,,,0.400,0,139,6.47476e+04,9.51119e+01,13.497,NOT_AVAILABLE,73.2404406235,12.4341237094
6.718377,6037581,290.23764,41.331379,290.2355778524,41.3324206500,0.003,0.002,0,290.2355778524,41.3324206500,2101792175292750976,2015.0,1.916,3.229,,,,,,,0.503,0,76,1.08488e+02,2.38558e+00,20.436,NOT_AVAILABLE,73.2407440789,12.4359636658
0.118608,6041734,291.60449,41.309361,291.6044961625,41.3093283801,0.000,0.000,0,291.6044961625,41.3093283801,2101651777107471616,2015.0,0.110,0.197,,,,,,,0.035,0,105,1.38660e+04,1.17203e+01,15.170,NOT_AVAILABLE,73.6758925175,11.4998691420
0.035114,6058816,296.35461,41.33556,296.3546087962,41.3355697121,0.005,0.002,0,296.3546087962,41.3355697121,2076827450251191168,2015.0,1.719,5.294,,,,,,,0.996,1,54,9.04262e+04,4.42872e+01,13.134,NOT_AVAILABLE,75.3752305189,8.3498875721
2.515106,6058816,296.35461,41.33556,296.3552238344,41.3350349593,0.004,0.001,0,296.3552238344,41.3350349593,2076827454554773888,2015.0,1.254,3.888,,,,,,,0.993,0,103,2.29841e+03,2.31300e+01,17.121,NOT_AVAILABLE,75.3749839988,8.3492244473
6.293333,6058816,296.35461,41.33556,296.3569254562,41.3353772816,0.003,0.001,0,296.3569254562,41.3353772816,2076827450258383232,2015.0,0.919,2.839,,,,,,,0.990,0,104,2.01068e+03,7.25321e+00,17.266,NOT_AVAILABLE,75.3759125540,8.3482728139
0.029005,6061773,297.02109,41.377171,297.0210980206,41.3771656436,0.000,0.000,0,297.0210980206,41.3771656436,2076839476164160640,2015.0,0.135,0.257,,,,,,,0.764,0,120,1.03244e+05,8.13063e+01,12.990,NOT_AVAILABLE,75.6584006010,7.9334397452
5.233858,6061773,297.02109,41.377171,297.0224937454,41.3781730884,0.000,0.000,0,297.0224937454,41.3781730884,2076839476166817664,2015.0,0.191,0.270,,,,,,,0.529,0,120,3.18000e+03,8.58144e+00,16.769,NOT_AVAILABLE,75.6598058235,7.9330216958
6.986722,6061773,297.02109,41.377171,297.0201200354,41.3753718966,0.004,0.002,0,297.0201200354,41.3753718966,2076839480464640896,2015.0,1.672,4.054,,,,,,,0.808,0,92,2.05743e+02,2.41195e+00,19.741,NOT_AVAILABLE,75.6564589910,7.9331988066
7.566233,6061773,297.02109,41.377171,297.0234047501,41.3759876589,0.004,0.002,0,297.0234047501,41.3759876589,2076839480464644224,2015.0,1.775,4.077,,,,,,,0.758,0,77,2.23680e+02,2.80259e+00,19.651,NOT_AVAILABLE,75.6582220825,7.9313534821
0.172768,6062088,297.09,41.388031,297.0899593167,41.3880680341,0.000,0.000,0,297.0899593167,41.3880680341,2076792643840763776,2015.0,0.099,0.143,,,,,,,0.543,0,130,4.66218e+04,3.25730e+01,13.853,NOT_AVAILABLE,75.6936066677,7.8937860737
0.007184,6063220,297.354,41.300049,297.3539998264,41.3000470087,0.001,0.000,0,297.3539998264,41.3000470087,2076871087123236608,2015.0,0.366,0.856,,,,,,,0.943,0,104,1.18220e+05,1.10156e+02,12.843,NOT_AVAILABLE,75.7148770545,7.6779187691
5.518657,6063220,297.354,41.300049,297.3560258360,41.2998655075,0.004,0.001,0,297.3560258360,41.2998655075,2076871091414573824,2015.0,1.410,3.883,,,,,,,0.928,0,70,5.53987e+02,2.91236e+00,18.666,NOT_AVAILABLE,75.7154765543,7.6765057397
0.301546,6067545,298.39798,41.314892,298.3980637379,41.3149473213,0.000,0.000,0,298.3980637379,41.3149473213,2073836503748585600,2015.0,0.087,0.126,,,,,,,0.512,0,106,1.05994e+05,5.89661e+01,12.962,NOT_AVAILABLE,76.1223531835,7.0056223667
0.485964,6071903,299.31955,41.38464,299.3196676373,41.3847421379,0.000,0.000,0,299.3196676373,41.3847421379,2075161655782111872,2015.0,0.127,0.171,,,,,,,0.570,0,156,1.58861e+05,1.38382e+02,12.522,NOT_AVAILABLE,76.5366846177,6.4450936139
0.188681,6105462,284.978,41.420158,284.9780241611,41.4202071803,0.000,0.000,0,284.9780241611,41.4202071803,2104037957858063872,2015.0,0.058,0.099,,,,,,,0.190,0,124,5.22572e+04,3.25294e+01,13.729,NOT_AVAILABLE,71.6822064947,16.0810502648
3.235209,6105462,284.978,41.420158,284.9789122858,41.4195752441,0.002,0.002,0,284.9789122858,41.4195752441,2104037962152329344,2015.0,1.582,1.594,,,,,,,-0.882,0,89,6.03921e+03,5.20709e+01,16.072,NOT_AVAILABLE,71.6818601106,16.0801946322
6.537297,6105462,284.978,41.420158,284.9756051026,41.4204270220,0.000,0.000,0,284.9756051026,41.4204270220,2104037854780758528,2015.0,0.116,0.190,,,,,,,0.465,0,96,5.31757e+03,1.27173e+01,16.210,NOT_AVAILABLE,71.6817037131,16.0828125127
0.166682,6125481,292.41721,41.41687,292.4172561249,41.4168392222,0.000,0.000,0,292.4172561249,41.4168392222,2053626930275618944,2015.0,0.067,0.118,,,,,,,0.561,0,137,8.04157e+04,2.89887e+01,13.261,NOT_AVAILABLE,74.0504370469,11.0011503787
6.538531,6125481,292.41721,41.41687,292.4169354029,41.4186745474,0.000,0.000,0,292.4169354029,41.4186745474,2053627686190388736,2015.0,0.085,0.131,,,,,,,0.591,0,139,1.84291e+04,1.04395e+01,14.861,NOT_AVAILABLE,74.0519989194,11.0021875195
0.031638,6139220,296.1803,41.413071,296.1802899658,41.4130755392,0.004,0.001,0,296.1802899658,41.4130755392,2077017768843355648,2015.0,1.238,3.872,,,,,,,0.997,1,51,1.47060e+04,1.00186e+01,15.106,NOT_AVAILABLE,75.3798250450,8.5018670890
7.431452,6139220,296.1803,41.413071,296.1829590935,41.4125377282,0.003,0.001,0,296.1829590935,41.4125377282,2077017768843355776,2015.0,1.295,3.179,,,,,,,0.910,0,84,3.08627e+02,3.13363e+00,19.301,NOT_AVAILABLE,75.3803263182,8.4998545159
0.198377,6140059,296.3566,41.455391,296.3565600850,41.4553447225,0.001,0.000,0,296.3565600850,41.4553447225,2077039346762568960,2015.0,0.237,0.634,,,,,,,0.972,0,114,6.98486e+04,3.45792e+01,13.414,NOT_AVAILABLE,75.4818506080,8.4066476054
5.537877,6140059,296.3566,41.455391,296.3553630823,41.4566185942,0.004,0.002,0,296.3553630823,41.4566185942,2077039351055311232,2015.0,1.623,4.396,,,,,,,0.945,0,88,4.51369e+02,4.80790e+00,18.888,NOT_AVAILABLE,75.4825377725,8.4080495528
0.178720,6149910,298.59482,41.43594,298.5948782419,41.4359636230,0.000,0.000,0,298.5948782419,41.4359636230,2075338024315663488,2015.0,0.131,0.179,,,,,,,0.677,0,97,1.71725e+04,1.28660e+01,14.938,NOT_AVAILABLE,76.3026795105,6.9391514107
3.827422,6149910,298.59482,41.43594,298.5960706255,41.4364412683,0.003,0.002,0,298.5960706255,41.4364412683,2075338028608457472,2015.0,1.539,2.937,,,,,,,0.936,0,75,2.48695e+02,1.96708e+00,19.536,NOT_AVAILABLE,76.3035497541,6.9386213443
4.249737,6149910,298.59482,41.43594,298.5962580608,41.4354591549,0.000,0.000,0,298.5962580608,41.4354591549,2075338024320217472,2015.0,0.212,0.281,,,,,,,0.694,0,91,2.49087e+03,6.60240e+00,17.034,NOT_AVAILABLE,76.3027675145,6.9380038306
7.302042,6149910,298.59482,41.43594,298.5923625688,41.4350914885,0.005,0.003,0,298.5923625688,41.4350914885,2075338028608443520,2015.0,2.967,4.784,,,,,,,-0.786,0,68,1.76880e+02,2.87552e+00,19.906,NOT_AVAILABLE,76.3009613677,6.9403382993
2.046025,6153407,299.3028,41.441017,299.3035581178,41.4410225090,0.000,0.000,0,299.3035581178,41.4410225090,2075162102458709632,2015.0,0.112,0.141,,,,,,,0.611,0,130,2.51193e+05,6.73749e+01,12.025,NOT_AVAILABLE,76.5791146527,6.4842849106
6.588624,6153407,299.3028,41.441017,299.3047410597,41.4399069510,0.001,0.001,0,299.3047410597,41.4399069510,2075162106763557504,2015.0,1.071,1.187,,,,,,,0.527,0,79,2.10100e+02,3.70126e+00,19.719,NOT_AVAILABLE,76.5786069548,6.4829520990
7.035804,6153407,299.3028,41.441017,299.3015565330,41.4427347778,0.000,0.000,0,299.3015565330,41.4427347778,2075162102458422400,2015.0,0.164,0.194,,,,,,,0.640,0,113,2.89145e+03,9.73768e+00,16.872,NOT_AVAILABLE,76.5798221945,6.4864503125
7.293491,6153407,299.3028,41.441017,299.3039267597,41.4391755114,0.004,0.002,0,299.3039267597,41.4391755114,2075162106767073536,2015.0,2.326,4.059,,,,,,,0.632,0,54,1.23340e+02,4.64464e+00,20.297,NOT_AVAILABLE,76.5776600828,6.4831021278
0.015993,6196457,289.08606,41.562958,289.0860656170,41.5629594397,0.016,0.010,90,289.0860606641,41.5630204308,2102224657027178752,2015.0,0.144,0.207,2.47,0.28,-0.890,1.062,14.638,0.696,0.401,0,110,3.48870e+05,2.25822e+02,11.668,NOT_AVAILABLE,73.0820451086,13.3143927200
0.102785,6197215,289.36441,41.53323,289.3644194121,41.5332576684,0.000,0.000,0,289.3644194121,41.5332576684,2102232078730668288,2015.0,0.171,0.245,,,,,,,0.327,0,123,1.33457e+05,5.39492e+01,12.711,NOT_AVAILABLE,73.1436657633,13.1126857841
0.208239,6197658,289.5257,41.500488,289.5257193942,41.5004320092,0.000,0.000,0,289.5257193942,41.5004320092,2101482005642380800,2015.0,0.069,0.104,,,,,,,0.403,0,131,2.14075e+04,9.05104e+00,14.698,NOT_AVAILABLE,73.1651460173,12.9892909926
0.147941,6198182,289.68671,41.588928,289.6867633304,41.5889181117,0.000,0.000,0,289.6867633304,41.5889181117,2101485544696072448,2015.0,0.102,0.135,,,,,,,0.546,1,115,2.68040e+05,6.69419e+01,11.954,NOT_AVAILABLE,73.2996005024,12.9172634196
0.045282,6199056,289.93927,41.502659,289.9392721219,41.5026714775,0.000,0.000,0,289.9392721219,41.5026714775,2101473106470788096,2015.0,0.072,0.111,,,,,,,0.466,0,138,6.55912e+04,2.13511e+01,13.483,NOT_AVAILABLE,73.3014991786,12.7095376371
7.125682,6199056,289.93927,41.502659,289.9368708164,41.5018287663,0.005,0.003,0,289.9368708164,41.5018287663,2101473076407522816,2015.0,3.177,4.869,,,,,,,0.531,0,68,8.73729e+01,1.91279e+00,20.671,NOT_AVAILABLE,73.2999342815,12.7108081024
0.155859,6206214,292.23395,41.575211,292.2339050144,41.5751837631,0.000,0.000,0,292.2339050144,41.5751837631,2101670709323871744,2015.0,0.069,0.097,,,,,,,0.589,1,107,6.47988e+04,1.53625e+01,13.496,NOT_AVAILABLE,74.1322531906,11.1947652163
6.257650,6206214,292.23395,41.575211,292.2328804328,41.5767541383,0.001,0.001,0,292.2328804328,41.5767541383,2101670713619299584,2015.0,0.935,1.339,,,,,,,0.856,0,101,1.49924e+02,1.63098e+00,20.085,NOT_AVAILABLE,74.1333378502,11.1961513660
0.095247,6206559,292.34503,41.585289,292.3450653670,41.5852885372,0.017,0.015,90,292.3450533886,41.5852630689,2053632530912575872,2015.0,0.136,0.223,1.71,0.27,-2.150,1.152,-6.112,1.002,0.553,0,129,3.17805e+05,8.19275e+01,11.769,NOT_AVAILABLE,74.1792684315,11.1248613142
0.124438,6264750,283.57269,41.695728,283.5726675461,41.6956977721,0.000,0.000,0,283.5726675461,41.6956977721,2104501092770413824,2015.0,0.063,0.107,,,,,,,0.224,0,109,4.78625e+04,1.59775e+01,13.825,NOT_AVAILABLE,71.5416697194,17.1597567515
0.347165,6265665,283.98633,41.65041,283.9863467901,41.6505056153,0.000,0.000,0,283.9863467901,41.6505056153,2103741433314814336,2015.0,0.086,0.140,,,,,,,0.208,0,136,7.04868e+04,6.83605e+01,13.405,NOT_AVAILABLE,71.6159928462,16.8556671016
5.018931,6265665,283.98633,41.65041,283.9854866383,41.6516535993,0.009,0.005,0,283.9854866383,41.6516535993,2103741437612969088,2015.0,5.395,8.662,,,,,,,0.997,0,75,5.60429e+02,2.58605e+00,18.653,NOT_AVAILABLE,71.6168608734,16.8566873108
0.397660,6265792,284.04233,41.699139,284.0422713886,41.6990375774,0.000,0.000,0,284.0422713886,41.6990375774,2103743013862778880,2015.0,0.063,0.159,,,,,,,0.499,0,124,6.52463e+04,2.72727e+01,13.488,NOT_AVAILABLE,71.6792109448,16.8347071028
0.197664,6266741,284.52118,41.629601,284.5211969334,41.6296544279,0.000,0.000,0,284.5211969334,41.6296544279,2104098946394499328,2015.0,0.075,0.122,,,,,,,0.227,0,140,3.23501e+04,9.54100e+00,14.250,NOT_AVAILABLE,71.7504631226,16.4767098693
0.069679,6267535,284.91943,41.617191,284.9194207945,41.6172090905,0.000,0.000,0,284.9194207945,41.6172090905,2104054828489596672,2015.0,0.070,0.120,,,,,,,0.357,0,126,6.97996e+04,2.52732e+02,13.415,NOT_AVAILABLE,71.8548325269,16.1961057017
0.018490,6269070,285.7135,41.605885,285.7135000819,41.6058798644,0.000,0.000,0,285.7135000819,41.6058798644,2103960717166785664,2015.0,0.147,0.366,,,,,,,0.006,0,121,9.29167e+04,5.73380e+01,13.105,NOT_AVAILABLE,72.0790789475,15.6428350975
0.038890,6279974,290.12653,41.601082,290.1265392353,41.6010736930,0.000,0.000,0,290.1265392353,41.6010736930,2101846734262227200,2015.0,0.078,0.125,,,,,,,0.290,0,138,5.68900e+04,2.57603e+01,13.637,NOT_AVAILABLE,73.4538699574,12.6245528548
6.306868,6279974,290.12653,41.601082,290.1260006888,41.5993753921,0.000,0.000,0,290.1260006888,41.5993753921,2101846734266800000,2015.0,0.082,0.124,,,,,,,0.300,0,129,2.56887e+04,1.01293e+01,14.500,NOT_AVAILABLE,73.4521195978,12.6241936867
0.124324,6289257,293.18033,41.61776,293.1802910844,41.6177413928,0.000,0.000,0,293.1802910844,41.6177413928,2077598379703601280,2015.0,0.236,0.366,,,,,,,0.381,0,117,1.36833e+05,5.63382e+01,12.684,NOT_AVAILABLE,74.4953889623,10.5819460413
5.603153,6289257,293.18033,41.61776,293.1782931126,41.6180820066,0.000,0.000,0,293.1782931126,41.6180820066,2077598383998001792,2015.0,0.204,0.246,,,,,,,0.418,0,103,2.32186e+03,8.78571e+00,17.110,NOT_AVAILABLE,74.4950069784,10.5834313231
0.219453,6289650,293.30606,41.606369,293.3060779529,41.6063095372,0.000,0.000,0,293.3060779529,41.6063095372,2077596283758205056,2015.0,0.068,0.108,,,,,,,0.417,0,123,3.97183e+04,1.49799e+01,14.027,NOT_AVAILABLE,74.5285715403,10.4930021716
7.998771,6289650,293.30606,41.606369,293.3043428168,41.6081823385,0.002,0.001,0,293.3043428168,41.6081823385,2077596288059095936,2015.0,1.088,2.007,,,,,,,-0.201,0,88,1.66452e+02,1.69712e+00,19.972,NOT_AVAILABLE,74.5296656348,10.4950104696
0.152820,6290935,293.68127,41.611969,293.6812137457,41.6119632513,0.000,0.000,0,293.6812137457,41.6119632513,2077605045491497600,2015.0,0.073,0.140,,,,,,,-0.033,0,117,6.53668e+04,4.50789e+01,13.486,NOT_AVAILABLE,74.6641262395,10.2461731104
0.122193,6291837,293.92972,41.602871,293.9297336871,41.6029033627,0.001,0.000,0,293.9297336871,41.6029033627,2077420842932795776,2015.0,0.437,0.694,,,,,,,0.105,0,98,2.08394e+05,1.32757e+02,12.228,NOT_AVAILABLE,74.7428675339,10.0770446865
