,id_starname,id_kic,id_koicand,id_kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,kic_kepmag,kic_jmag,kic_hmag,kic_kmag,cks_fp,cks_steff,cks_steff_err1,cks_steff_err2,cks_slogg,cks_slogg_err1,cks_slogg_err2,cks_smet,cks_smet_err1,cks_smet_err2,cks_svsini,cks_svsini_err1,cks_svsini_err2,m17_dec,m17_steff,m17_kmag,m17_srad,m17_hmag_err,m17_jmag_err,m17_kmag_err,m17_smass,m17_ra,m17_jmag,st_quarters,m17_hmag,m17_kepmag,gaia2_angdist,gaia2_sparallax_over_err,gaia2_sparallax_err,gaia2_gmag,gaia2_gflux_err,gaia2_gflux,gaia2_ra,id_gaia2,gaia2_dec,gaia2_sparallax,id_gaia2_best,gaia2_gflux_sum,absdiff_gmag_kepmag,gaia2_gflux_ratio,iso_sage_err2,iso_sage_err1,iso_srad_err2,iso_srad_err1,iso_smet,iso_smass,iso_sage,iso_steff_err2,iso_steff,iso_steff_err1,iso_slogage_err2,iso_slogage_err1,iso_srad,iso_sparallax_err2,iso_sparallax_err1,iso_slogg,iso_smass_err1,iso_smass_err2,iso_smet_err2,iso_smet_err1,iso_sparallax,iso_slogg_err2,iso_slogg_err1,iso_prad,iso_prad_err1,iso_prad_err2,iso_insol,iso_insol_err1,iso_insol_err2,iso_teq,iso_teq_err1,iso_teq_err2,iso_sma,iso_sma_err1,iso_sma_err2
1224,K02158,5211199,K02158.02,,NOT DISPOSITIONED,6.68228463,5.803e-05,-5.803e-05,2454965.191,0.00623,-0.00623,0.0343,0.4388,-0.0343,3.248,0.181,-0.181,,,,49.9,4.5,-4.5,0.006361,0.000532,-0.000221,1.6762,0.15542,-0.84919,1.01,0.55,-0.39,0.0669,,,1122.0,,,374.67,621.26,-248.84,15.82,1.5,-1.5,11.798294,12.5,2,,5445.0,158.0,-139.0,4.061,0.415,-0.289,-0.06,0.28,-0.26,1.46,0.788,-0.569,0.896,0.103,-0.081,,,,stellar_q1_q16,13.052,11.78,11.387,11.279,False,5330.4,60.0,-60.0,4.348,0.1,-0.1,0.001,0.04,-0.04,1.8,1.0,-1.0,40.352551,5343,11.279,2.506,0.022,0.022,0.018,1.33,297.65143,11.78,11111111111111111,11.387,13.052,0.557624823152,167.005,0.0169133828956,13.075124,25.788465518,110993.275405,297.651331695,2073686523494136192,40.352415426,2.82461955679,True,,0.023124,1.02085532363,-2.29784550579,1.75886787812,-0.00754499587454,0.00656238494875,-0.0177390052877,0.845119996573,11.1698622136,-42.8318652552,5341.147056,49.7892259737,-0.10002546488,0.063508053058,0.89849253244,-1.69133828956e-05,1.69133828956e-05,4.45658967448,0.0226738901366,-0.0183970064226,-0.0323199791387,0.0447494085374,0.00282461955679,-0.0127915216008,0.0177630850861,0.623763773821,0.0373934384326,-0.0373934384326,135.597415727,6.76019675045,-6.76019675045,869.613712465,10.8240315866,-10.8240315866,0.0656837974887,0.000534609516638,-0.000534609516638
1225,K02159,8804455,K02159.01,,NOT DISPOSITIONED,7.59665826,3.084e-05,-3.084e-05,2454964.956,0.00327,-0.00327,0.054,0.3721,-0.0538,3.5889,0.0949,-0.0949,,,,129.4,5.1,-5.1,0.010308,0.000315,-0.000343,1.42599,0.13113,-0.44704,1.18,0.21,-0.12,0.0745,,,944.0,,,187.58,92.77,-47.66,16.32,1.5,-1.5,18.586412,26.8,2,,5713.0,107.0,-112.0,4.38,0.093,-0.137,0.04,0.14,-0.14,1.045,0.186,-0.106,0.956,0.063,-0.059,,,,stellar_q1_q16,13.482,12.32,12.006,11.982,False,5760.9,60.0,-60.0,4.425,0.1,-0.1,0.124,0.04,-0.04,2.4,1.0,-1.0,45.004539,5716,11.982,1.091,0.019,0.022,0.021,0.955,285.13831,12.32,11111111111111111,12.006,13.482,0.317279229007,125.6714,0.0145139189513,13.445941,16.7945737404,78880.5722856,285.138331662,2106370576074860672,45.0044522079,1.82398458654,True,,-0.036059,1.39162078652,-1.59828946282,2.0270572423,-0.00892130861761,0.0109144020292,0.0945698379869,1.03595558052,2.6901548236,-49.5785761375,5744.46592013,61.5483153526,-0.391608186907,0.24390812552,0.999554507563,-1.45139189513e-05,1.45139189513e-05,4.45063504524,0.0325084912234,-0.0404046529438,-0.0376519988138,0.0435044045177,0.00182398458654,-0.0221101613767,0.0203356916871,1.12591798608,0.0379825336289,-0.0379825336289,168.472453283,8.80064401913,-8.80064401913,918.112184658,11.9626337663,-11.9626337663,0.0765620422434,0.000900706467083,-0.000900706467083
1226,K02159,8804455,K02159.02,,NOT DISPOSITIONED,2.392625803,6.44e-06,-6.44e-06,2454966.788,0.00247,-0.00247,0.1619,0.2979,-0.1617,1.3215,0.0706,-0.0706,,,,95.0,5.3,-5.3,0.008891,0.000474,-0.000247,8.65932,1.89999,-3.23537,1.01,0.19,-0.1,0.0345,,,1387.0,,,874.7,432.61,-222.23,13.79,3.0,-3.0,20.428331,22.1,2,,5713.0,107.0,-112.0,4.38,0.093,-0.137,0.04,0.14,-0.14,1.045,0.186,-0.106,0.956,0.063,-0.059,,,,stellar_q1_q16,13.482,12.32,12.006,11.982,True,5760.9,60.0,-60.0,4.425,0.1,-0.1,0.124,0.04,-0.04,2.4,1.0,-1.0,45.004539,5716,11.982,1.091,0.019,0.022,0.021,0.955,285.13831,12.32,11111111111111111,12.006,13.482,0.317279229007,125.6714,0.0145139189513,13.445941,16.7945737404,78880.5722856,285.138331662,2106370576074860672,45.0044522079,1.82398458654,True,,-0.036059,1.39162078652,-1.59828946282,2.0270572423,-0.00892130861761,0.0109144020292,0.0945698379869,1.03595558052,2.6901548236,-49.5785761375,5744.46592013,61.5483153526,-0.391608186907,0.24390812552,0.999554507563,-1.45139189513e-05,1.45139189513e-05,4.45063504524,0.0325084912234,-0.0404046529438,-0.0376519988138,0.0435044045177,0.00182398458654,-0.0221101613767,0.0203356916871,0.970542627888,0.0403443205562,-0.0403443205562,786.287004934,41.0985297087,-41.0985297087,1349.45622376,17.6035714637,-17.6035714637,0.0354434956248,0.000418520355681,-0.000418520355681
1227,K02162,9205938,K02162.01,Kepler-1126 b,CONFIRMED,108.593329,0.001003,-0.001003,2455006.751,0.00774,-0.00774,0.0463,0.4082,-0.0461,7.988,0.192,-0.192,,,,349.6,15.0,-15.0,0.017187,0.000701,-0.000383,1.8857,0.0426,-0.80096,1.58,0.69,-0.11,0.4358,,,375.0,,,4.67,5.86,-1.07,105.54,2.4,-2.4,21.7655,25.1,2,,6106.0,152.0,-174.0,4.556,0.027,-0.312,-0.5,0.3,-0.28,0.844,0.363,-0.059,0.935,0.099,-0.11,,,,stellar_q1_q16,14.033,12.966,12.631,12.534,False,5644.5,60.0,-60.0,4.486,0.1,-0.1,-0.409,0.04,-0.04,1.4,1.0,-1.0,45.689388,5678,12.534,0.921,0.034,0.026,0.03,0.794,285.69199,12.966,11111111111111111,12.631,14.033,0.0970861881169,92.73647,0.0166514672207,14.020695,9.52921553666,46458.8579095,285.691954978,2106496607595412480,45.6893993478,1.54419835809,True,,-0.012305,1.0,-1.39676610429,0.851010356508,-0.00964718796384,0.00917451820723,-0.411405920105,0.797569636956,12.6930296832,-33.1839788064,5718.30292682,39.8991878221,-0.0506304783269,0.0281829333218,0.925512695431,-1.66514672207e-05,1.66514672207e-05,4.40584675474,0.0145459171998,-0.0100359759005,-0.0347579394945,0.044511400083,0.00154419835809,-0.0106191711471,0.0130912047982,1.73807310583,0.0574682467994,-0.0574682467994,4.5646505073,0.220305792452,-0.220305792452,372.490678389,4.48850206497,-4.48850206497,0.41327722909,0.00212108293833,-0.00212108293833
1228,K02162,9205938,K02162.02,,CANDIDATE,199.664537,0.002935,-0.002935,2454964.624,0.0117,-0.0117,0.5881,0.0841,-0.4444,8.583,0.347,-0.347,,,,307.2,19.8,-19.8,0.016717,0.000123,-0.001239,1.51923,1.51641,-0.04913,1.54,0.66,-0.11,0.6541,,,306.0,,,2.07,2.6,-0.47,147.4,73.6,-73.6,10.416581,16.3,2,,6106.0,152.0,-174.0,4.556,0.027,-0.312,-0.5,0.3,-0.28,0.844,0.363,-0.059,0.935,0.099,-0.11,,,,stellar_q1_q16,14.033,12.966,12.631,12.534,False,5644.5,60.0,-60.0,4.486,0.1,-0.1,-0.409,0.04,-0.04,1.4,1.0,-1.0,45.689388,5678,12.534,0.921,0.034,0.026,0.03,0.794,285.69199,12.966,11111111111111111,12.631,14.033,0.0970861881169,92.73647,0.0166514672207,14.020695,9.52921553666,46458.8579095,285.691954978,2106496607595412480,45.6893993478,1.54419835809,True,,-0.012305,1.0,-1.39676610429,0.851010356508,-0.00964718796384,0.00917451820723,-0.411405920105,0.797569636956,12.6930296832,-33.1839788064,5718.30292682,39.8991878221,-0.0506304783269,0.0281829333218,0.925512695431,-1.66514672207e-05,1.66514672207e-05,4.40584675474,0.0145459171998,-0.0100359759005,-0.0347579394945,0.044511400083,0.00154419835809,-0.0106191711471,0.0130912047982,1.68920832176,0.0694827334682,-0.0694827334682,2.02702670594,0.0982674204161,-0.0982674204161,304.073374477,3.6783699317,-3.6783699317,0.620344856544,0.0031978136094,-0.0031978136094
1229,K02167,6041734,K02167.01,Kepler-1129 b,CONFIRMED,24.3397804,0.0001298,-0.0001298,2454969.059,0.0046,-0.0046,0.5363,0.4333,-0.3249,3.292,0.117,-0.117,,,,788.6,31.3,-31.3,0.026607,0.000107,-0.001633,3.86037,2.96926,-0.11211,2.98,1.17,-0.37,0.1631,,,690.0,,,53.59,63.99,-18.01,49.4,19.0,-19.0,19.857847,27.6,3,,6240.0,192.0,-229.0,4.406,0.083,-0.271,-0.38,0.26,-0.3,1.025,0.404,-0.125,0.975,0.143,-0.113,,,,stellar_q1_q16,15.28,14.173,13.804,13.783,False,5707.1,60.0,-60.0,4.526,0.1,-0.1,0.111,0.04,-0.04,3.1,1.0,-1.0,41.309361,5596,13.783,1.466,0.03,0.026,0.054,0.998,291.60449,14.173,11111111111111,13.804,15.28,0.122041610656,27.480227,0.0297207202275,15.257154,7.63050794917,14875.9422089,291.604496525,2101651781408908160,41.3093274557,0.81673211874,True,,-0.022846,1.0,-1.72953171009,2.29130020601,-0.0256511742735,0.0299641852069,0.0838217654887,1.01273678409,2.82869146888,-59.5368513735,5702.86488485,48.1155758538,-0.410524760557,0.257683674154,0.974524241277,-2.97207202275e-05,2.97207202275e-05,4.46501038705,0.0303568655133,-0.0335718190685,-0.0348886880159,0.0454994143026,0.00081673211874,-0.0342221705786,0.0265021650954,2.82935665895,0.122556371205,-0.122556371205,33.1601163675,2.48143588202,-2.48143588202,611.529676701,11.4260172559,-11.4260172559,0.165129243383,0.00174557609065,-0.00174557609065
1230,K02167,6041734,K02167.02,,NOT DISPOSITIONED,6.95787,0.0003496,-0.0003496,2455192.007,0.0202,-0.0202,0.1686,0.3303,-0.1682,4.537,0.923,-0.923,,,,182.3,85.4,-85.4,0.012454,0.003512,-0.001263,0.65497,9.10448,-0.62045,1.39,0.55,-0.17,0.0708,,,1047.0,,,284.4,339.61,-95.6,11.88,5.9,-5.9,,1.8,3,,6240.0,192.0,-229.0,4.406,0.083,-0.271,-0.38,0.26,-0.3,1.025,0.404,-0.125,0.975,0.143,-0.113,,,,stellar_q1_q16,15.28,14.173,13.804,13.783,False,5707.1,60.0,-60.0,4.526,0.1,-0.1,0.111,0.04,-0.04,3.1,1.0,-1.0,41.309361,5596,13.783,1.466,0.03,0.026,0.054,0.998,291.60449,14.173,11111111111111,13.804,15.28,0.122041610656,27.480227,0.0297207202275,15.257154,7.63050794917,14875.9422089,291.604496525,2101651781408908160,41.3093274557,0.81673211874,True,,-0.022846,1.0,-1.72953171009,2.29130020601,-0.0256511742735,0.0299641852069,0.0838217654887,1.01273678409,2.82869146888,-59.5368513735,5702.86488485,48.1155758538,-0.410524760557,0.257683674154,0.974524241277,-2.97207202275e-05,2.97207202275e-05,4.46501038705,0.0303568655133,-0.0335718190685,-0.0348886880159,0.0454994143026,0.00081673211874,-0.0342221705786,0.0265021650954,1.32268396535,0.25745495817,-0.25745495817,175.884099022,12.844082185,-12.844082185,928.047426409,16.9087055349,-16.9087055349,0.071661597053,0.0007549186563,-0.0007549186563
1231,K02167,6041734,K02167.03,Kepler-1129 c,CONFIRMED,76.5369586,0.0007586,-0.0007586,2454997.155,0.00866,-0.00866,0.0644,0.3753,-0.0643,5.693,0.174,-0.174,,,,711.9,39.5,-39.5,0.024564,0.000915,-0.000896,3.74105,0.43616,-1.32593,2.75,1.08,-0.34,0.3502,,,471.0,,,11.62,13.88,-3.9,105.0,12.2,-12.2,13.131447,18.7,3,,6240.0,192.0,-229.0,4.406,0.083,-0.271,-0.38,0.26,-0.3,1.025,0.404,-0.125,0.975,0.143,-0.113,,,,stellar_q1_q16,15.28,14.173,13.804,13.783,False,5707.1,60.0,-60.0,4.526,0.1,-0.1,0.111,0.04,-0.04,3.1,1.0,-1.0,41.309361,5596,13.783,1.466,0.03,0.026,0.054,0.998,291.60449,14.173,11111111111111,13.804,15.28,0.122041610656,27.480227,0.0297207202275,15.257154,7.63050794917,14875.9422089,291.604496525,2101651781408908160,41.3093274557,0.81673211874,True,,-0.022846,1.0,-1.72953171009,2.29130020601,-0.0256511742735,0.0299641852069,0.0838217654887,1.01273678409,2.82869146888,-59.5368513735,5702.86488485,48.1155758538,-0.410524760557,0.257683674154,0.974524241277,-2.97207202275e-05,2.97207202275e-05,4.46501038705,0.0303568655133,-0.0335718190685,-0.0348886880159,0.0454994143026,0.00081673211874,-0.0342221705786,0.0265021650954,2.61235795771,0.122041320087,-0.122041320087,7.19560001074,0.532176294445,-0.532176294445,417.378697627,7.69281965634,-7.69281965634,0.354446295311,0.00371868541119,-0.00371868541119
1232,K02168,11308499,K02168.01,Kepler-366 b,CONFIRMED,3.28192091,1.277e-05,-1.277e-05,2454965.424,0.00323,-0.00323,0.3287,0.1132,-0.3287,2.8276,0.095,-0.095,,,,201.1,9.6,-9.6,0.013147,0.000444,-0.000383,1.08694,0.29485,-0.25957,1.48,0.67,-0.13,0.0446,,,1318.0,,,714.01,945.2,-203.43,8.52,2.3,-2.3,21.363808,25.3,2,,6210.0,157.0,-214.0,4.45,0.046,-0.299,-0.1,0.2,-0.3,1.033,0.465,-0.096,1.093,0.225,-0.135,,,,stellar_q1_q16,14.842,13.708,13.385,13.351,False,5937.8,60.0,-60.0,4.308,0.1,-0.1,-0.063,0.04,-0.04,3.7,1.0,-1.0,49.084438,5859,13.351,1.162,0.028,0.022,0.039,1.064,296.85205,13.708,11111111111111111,13.385,14.842,0.0439925909481,17.833897,0.0286187464192,14.790113,7.02661517543,22871.8222799,296.852031617,2086824935828106496,49.0844359078,0.510383758596,True,,-0.051887,1.00503308227,-0.614309445142,0.647622550809,-0.0807206665833,0.0855841956131,-0.0741002662514,1.10868673675,6.20935081011,-61.7427179277,5962.48965864,61.3425120397,-0.0452428952241,0.0430862653474,1.73634251372,-2.86187464192e-05,2.86187464192e-05,3.99856208036,0.034288143922,-0.0312372829808,-0.0450658517057,0.0459368323983,0.000510383758596,-0.0338551318162,0.03695935199,2.48957561948,0.142324220575,-0.142324220575,1679.39801994,177.973829135,-177.973829135,1631.36798538,43.1849447137,-43.1849447137,0.0447455252014,0.000447323668198,-0.000447323668198
1233,K02168,11308499,K02168.02,Kepler-366 c,CONFIRMED,12.51618164,7.499e-05,-7.499e-05,2454968.028,0.00493,-0.00493,0.1724,0.2695,-0.1724,4.871,0.127,-0.127,,,,296.1,12.8,-12.8,0.015832,0.00056,-0.000414,0.9178,0.08897,-0.31102,1.79,0.8,-0.17,0.1089,,,844.0,,,119.76,158.54,-34.12,19.66,1.9,-1.9,19.616734,22.4,2,,6210.0,157.0,-214.0,4.45,0.046,-0.299,-0.1,0.2,-0.3,1.033,0.465,-0.096,1.093,0.225,-0.135,,,,stellar_q1_q16,14.842,13.708,13.385,13.351,False,5937.8,60.0,-60.0,4.308,0.1,-0.1,-0.063,0.04,-0.04,3.7,1.0,-1.0,49.084438,5859,13.351,1.162,0.028,0.022,0.039,1.064,296.85205,13.708,11111111111111111,13.385,14.842,0.0439925909481,17.833897,0.0286187464192,14.790113,7.02661517543,22871.8222799,296.852031617,2086824935828106496,49.0844359078,0.510383758596,True,,-0.051887,1.00503308227,-0.614309445142,0.647622550809,-0.0807206665833,0.0855841956131,-0.0741002662514,1.10868673675,6.20935081011,-61.7427179277,5962.48965864,61.3425120397,-0.0452428952241,0.0430862653474,1.73634251372,-2.86187464192e-05,2.86187464192e-05,3.99856208036,0.034288143922,-0.0312372829808,-0.0450658517057,0.0459368323983,0.000510383758596,-0.0338551318162,0.03695935199,2.99869998915,0.170095080925,-0.170095080925,281.576648776,29.746521437,-29.746521437,1043.90910391,27.511491993,-27.511491993,0.109227593893,0.00106159031536,-0.00106159031536
1234,K02169,9006186,K02169.01,Kepler-1130 b,CONFIRMED,5.45298175,1.294e-05,-1.294e-05,2454967.151,0.002,-0.002,0.4829,0.4004,-0.2853,2.1051,0.0591,-0.0591,,,,94.1,3.4,-3.4,0.009002,0.001794,-0.000282,3.43661,1.87646,-0.28665,0.86,0.14,-0.04,0.0596,,,916.0,,,166.26,72.94,-26.34,17.55,4.8,-4.8,24.327824,31.4,4,,5406.0,101.0,-103.0,4.527,0.028,-0.131,0.2,0.12,-0.14,0.879,0.137,-0.041,0.947,0.038,-0.063,,,,stellar_q1_q16,12.404,11.137,10.735,10.662,False,5401.9,60.0,-60.0,4.54,0.1,-0.1,0.182,0.04,-0.04,0.3,1.0,-1.0,45.38435,5450,10.662,0.842,0.018,0.023,0.016,0.944,285.20749,11.137,11111111111111111,10.735,12.404,0.184800406192,139.3977,0.0285649647344,12.395622,37.4192239001,207537.85864,285.207421021,2106406069684947840,45.3843330296,3.98189043473,True,,-0.008378,1.01416846813,-1.16001759076,2.34171099751,-0.00489113669134,0.00585974413519,0.146140662539,0.952062094165,1.93438623415,-51.5679217766,5377.22915193,33.6127514016,-0.397595434207,0.344504378899,0.874580921196,-2.85649647344e-05,2.85649647344e-05,4.53484002032,0.0208308897324,-0.0256146379359,-0.0371387486197,0.0413323763274,0.00398189043473,-0.0179839548269,0.00951960698925,0.861734505926,0.0990049441748,-0.0990049441748,164.160619397,7.93053958332,-7.93053958332,912.180474172,11.0076323413,-11.0076323413,0.0596739666059,0.000486259181553,-0.000486259181553
1235,K02169,9006186,K02169.02,,NOT DISPOSITIONED,3.266612036,9.846e-06,-9.846e-06,2454969.087,0.00253,-0.00253,0.2338,0.2436,-0.2338,2.0589,0.0772,-0.0772,,,,57.0,2.6,-2.6,0.006825,0.000296,-0.000242,2.97628,0.34732,-1.27336,0.66,0.1,-0.04,0.0424,,,1086.0,,,328.52,144.11,-52.05,11.89,1.4,-1.4,19.11868,24.4,4,,5406.0,101.0,-103.0,4.527,0.028,-0.131,0.2,0.12,-0.14,0.879,0.137,-0.041,0.947,0.038,-0.063,,,,stellar_q1_q16,12.404,11.137,10.735,10.662,False,5401.9,60.0,-60.0,4.54,0.1,-0.1,0.182,0.04,-0.04,0.3,1.0,-1.0,45.38435,5450,10.662,0.842,0.018,0.023,0.016,0.944,285.20749,11.137,11111111111111111,10.735,12.404,0.184800406192,139.3977,0.0285649647344,12.395622,37.4192239001,207537.85864,285.207421021,2106406069684947840,45.3843330296,3.98189043473,True,,-0.008378,1.01416846813,-1.16001759076,2.34171099751,-0.00489113669134,0.00585974413519,0.146140662539,0.952062094165,1.93438623415,-51.5679217766,5377.22915193,33.6127514016,-0.397595434207,0.344504378899,0.874580921196,-2.85649647344e-05,2.85649647344e-05,4.53484002032,0.0208308897324,-0.0256146379359,-0.0371387486197,0.0413323763274,0.00398189043473,-0.0179839548269,0.00951960698925,0.652568279846,0.0258032028591,-0.0258032028591,324.940264141,15.9145468086,-15.9145468086,1081.96798016,13.2362245452,-13.2362245452,0.0424109171152,0.00034262630516,-0.00034262630516
1236,K02169,9006186,K02169.03,,NOT DISPOSITIONED,4.27225316,1.52e-05,-1.52e-05,2454966.221,0.00301,-0.00301,0.538,0.3675,-0.3237,2.1432,0.0883,-0.0883,,,,52.4,2.9,-2.9,0.006784,1.7e-05,-0.000494,2.26632,1.69727,-0.15304,0.65,0.1,-0.03,0.0507,,,993.0,,,229.76,100.79,-36.4,12.98,4.9,-4.9,14.254248,19.9,4,,5406.0,101.0,-103.0,4.527,0.028,-0.131,0.2,0.12,-0.14,0.879,0.137,-0.041,0.947,0.038,-0.063,,,,stellar_q1_q16,12.404,11.137,10.735,10.662,False,5401.9,60.0,-60.0,4.54,0.1,-0.1,0.182,0.04,-0.04,0.3,1.0,-1.0,45.38435,5450,10.662,0.842,0.018,0.023,0.016,0.944,285.20749,11.137,11111111111111111,10.735,12.404,0.184800406192,139.3977,0.0285649647344,12.395622,37.4192239001,207537.85864,285.207421021,2106406069684947840,45.3843330296,3.98189043473,True,,-0.008378,1.01416846813,-1.16001759076,2.34171099751,-0.00489113669134,0.00585974413519,0.146140662539,0.952062094165,1.93438623415,-51.5679217766,5377.22915193,33.6127514016,-0.397595434207,0.344504378899,0.874580921196,-2.85649647344e-05,2.85649647344e-05,4.53484002032,0.0208308897324,-0.0256146379359,-0.0371387486197,0.0413323763274,0.00398189043473,-0.0179839548269,0.00951960698925,0.648454585619,0.0244803620579,-0.0244803620579,227.071989437,11.2337588229,-11.2337588229,989.246260768,12.2274842625,-12.2274842625,0.0507138775516,0.000411796585553,-0.000411796585553
1237,K02169,9006186,K02169.04,,NOT DISPOSITIONED,2.19250988,2.02e-05,-2.02e-05,2454965.236,0.00585,-0.00585,0.1062,0.3584,-0.1062,1.95,0.192,-0.192,,,,20.9,2.3,-2.3,0.004112,0.000357,-0.000221,2.50123,0.45209,-1.3975,0.39,0.07,-0.01,0.0325,,,1240.0,,,559.14,245.29,-88.58,8.6,1.6,-1.6,9.074063,11.0,4,,5406.0,101.0,-103.0,4.527,0.028,-0.131,0.2,0.12,-0.14,0.879,0.137,-0.041,0.947,0.038,-0.063,,,,stellar_q1_q16,12.404,11.137,10.735,10.662,False,5401.9,60.0,-60.0,4.54,0.1,-0.1,0.182,0.04,-0.04,0.3,1.0,-1.0,45.38435,5450,10.662,0.842,0.018,0.023,0.016,0.944,285.20749,11.137,11111111111111111,10.735,12.404,0.184800406192,139.3977,0.0285649647344,12.395622,37.4192239001,207537.85864,285.207421021,2106406069684947840,45.3843330296,3.98189043473,True,,-0.008378,1.01416846813,-1.16001759076,2.34171099751,-0.00489113669134,0.00585974413519,0.146140662539,0.952062094165,1.93438623415,-51.5679217766,5377.22915193,33.6127514016,-0.397595434207,0.344504378899,0.874580921196,-2.85649647344e-05,2.85649647344e-05,4.53484002032,0.0208308897324,-0.0256146379359,-0.0371387486197,0.0413323763274,0.00398189043473,-0.0179839548269,0.00951960698925,0.392606602217,0.027721031008,-0.027721031008,553.135316544,27.1985244568,-27.1985244568,1235.86596776,15.1845880827,-15.1845880827,0.0325156819666,0.000266225858708,-0.000266225858708
1238,K02173,11774991,K02173.01,Kepler-367 b,CONFIRMED,37.8156219,0.0001804,-0.0001804,2454974.103,0.00409,-0.00409,0.2145,0.2102,-0.2144,4.464,0.116,-0.116,,,,275.8,11.0,-11.0,0.01471,0.000561,-0.000432,3.49879,0.53191,-0.93478,1.15,0.07,-0.04,0.2014,,,393.0,,,5.66,1.18,-0.81,64.19,9.8,-9.8,21.090843,27.1,2,,4722.0,91.0,-97.0,4.607,0.014,-0.042,0.07,0.15,-0.15,0.718,0.042,-0.025,0.759,0.032,-0.042,,,,stellar_q1_q16,12.879,11.243,10.752,10.674,False,4858.9,60.0,-60.0,4.701,0.1,-0.1,0.108,0.04,-0.04,3.2,1.0,-1.0,49.981628,4856,10.674,0.705,0.017,0.024,0.014,0.79,297.29242,11.243,11111111111111111,10.752,12.879,0.542809333536,219.87419,0.0240573786819,12.848179,77.4914205401,136796.466652,297.292558015,2087250476887856256,49.9817498955,5.2895965894,True,,-0.030821,1.0,-0.676850372374,2.0033120546,-0.00358436264203,0.00315025849234,0.0269353683636,0.766714243993,0.951042498054,-31.8920540289,4667.54727409,52.8164815645,-0.540144945697,0.492262689718,0.704630888077,-2.40573786819e-05,2.40573786819e-05,4.62692026499,0.0110087919264,-0.0136264409563,-0.0534534442987,0.0502519167852,0.0052895965894,-0.00931275137018,0.00560304472354,1.13159874109,0.0383612119292,-0.0383612119292,6.0921951241,0.313825224966,-0.313825224966,400.365804758,5.15303622002,-5.15303622002,0.201906907829,0.00108133808244,-0.00108133808244
1239,K02173,11774991,K02173.02,Kepler-367 c,CONFIRMED,53.5778376,0.0002944,-0.0002944,2455004.19,0.00415,-0.00415,0.822,0.0025,-0.5786,5.447,0.129,-0.129,,,,276.1,11.5,-11.5,0.017355,0.002422,-0.002542,0.60284,2.19372,-0.10391,1.36,0.08,-0.05,0.2541,,,350.0,,,3.55,0.75,-0.5,45.1,20.5,-20.5,18.905336,26.0,2,,4722.0,91.0,-97.0,4.607,0.014,-0.042,0.07,0.15,-0.15,0.718,0.042,-0.025,0.759,0.032,-0.042,,,,stellar_q1_q16,12.879,11.243,10.752,10.674,False,4858.9,60.0,-60.0,4.701,0.1,-0.1,0.108,0.04,-0.04,3.2,1.0,-1.0,49.981628,4856,10.674,0.705,0.017,0.024,0.014,0.79,297.29242,11.243,11111111111111111,10.752,12.879,0.542809333536,219.87419,0.0240573786819,12.848179,77.4914205401,136796.466652,297.292558015,2087250476887856256,49.9817498955,5.2895965894,True,,-0.030821,1.0,-0.676850372374,2.0033120546,-0.00358436264203,0.00315025849234,0.0269353683636,0.766714243993,0.951042498054,-31.8920540289,4667.54727409,52.8164815645,-0.540144945697,0.492262689718,0.704630888077,-2.40573786819e-05,2.40573786819e-05,4.62692026499,0.0110087919264,-0.0136264409563,-0.0534534442987,0.0502519167852,0.0052895965894,-0.00931275137018,0.00560304472354,1.33488352873,0.191529429039,-0.191529429039,3.82544396527,0.199217554689,-0.199217554689,356.396957051,4.63634595364,-4.63634595364,0.254671317434,0.00135941025064,-0.00135941025064
