 KOI   ID  KICID(primary) KICID(companion)  d["]   d_unc  PA[deg]  PA_unc   U        U_unc     B        B_unc     V        V_unc    F555W   F555W_unc  F775W   F775W_unc   i        i_unc     z       z_unc      LP600  LP600_unc   562    562_unc     692    692_unc     880    880_unc     J        J_unc     H        H_unc     K        K_unc
 5121   B      5039053     5039053_blend   3.596   0.050   258.8    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.546    0.019    99.990   99.990    99.990   99.990
 5123   B      5091808     5091808_blend   2.758   0.050   185.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.200    0.106    99.990   99.990    99.990   99.990
 5127   B      5113146     5113146_blend   2.574   0.050   201.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.012    0.143    99.990   99.990    99.990   99.990
 5127   C      5113146     5113146_blend   3.644   0.050    75.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.868    0.254    99.990   99.990    99.990   99.990
 5127   D      5113146           5113141   3.775   0.050   227.1    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.881    0.022    99.990   99.990    99.990   99.990
 5128   B      5130563     5130563_blend   3.809   0.050    26.1    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.140    0.129    99.990   99.990    99.990   99.990
 5137   B      5193813     5193813_blend   3.211   0.050   315.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.026    0.181    99.990   99.990    99.990   99.990
 5137   C      5193813     5193813_blend   3.609   0.050   186.7    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.614    0.306    99.990   99.990    99.990   99.990
 5143   B      5260419     5260419_blend   1.220   0.050   222.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.830    0.180    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
 5151   B      5303185     5303185_blend   2.732   0.050   113.4    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.701    0.050    99.990   99.990    99.990   99.990
 5151   C      5303185     5303185_blend   3.012   0.050   150.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.878    0.328    99.990   99.990    99.990   99.990
 5151   D      5303185     5303185_blend   3.763   0.050   252.8    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.311    0.081    99.990   99.990    99.990   99.990
 5160   B      5425643     5425643_blend   1.531   0.050   170.6    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.670    0.014    99.990   99.990    99.990   99.990
 5168   B      5440651     5440651_blend   1.092   0.050   142.4    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.270    0.010    99.990   99.990    99.990   99.990
 5170   B      5446961           5446958   3.857   0.237   292.1    2.9    -1.859    0.069    -1.564    0.038    -1.314    0.028    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    -0.013    0.011     0.275    0.045     0.200    0.047
 5177   B      5547424     5547424_blend   3.973   0.050   210.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.718    0.080    99.990   99.990    99.990   99.990
 5202   B      5793275     5793275_blend   2.933   0.103    29.6    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.077    0.386    99.990   99.990     4.807    0.051
 5202   C      5793275     5793275_blend   3.147   0.050    17.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.858    0.110
 5208   B      5869272     5869272_blend   2.349   0.050   205.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.804    0.764    99.990   99.990    99.990   99.990
 5210   B      5942112     5942112_blend   2.676   0.069   268.2    2.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.220    0.050    99.990   99.990    99.990   99.990    99.990   99.990     2.575    0.015    99.990   99.990    99.990   99.990
 5211   B      5946568     5946568_blend   0.077   0.050    90.6    1.4    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.180    0.150     2.320    0.150    99.990   99.990    99.990   99.990    99.990   99.990
 5216   B      5965629     5965629_blend   3.627   0.079    97.0    1.7    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.310    0.030    99.990   99.990    99.990   99.990    99.990   99.990     3.010    0.054    99.990   99.990    99.990   99.990
 5220   B      5986270     5986270_blend   2.830   0.050   109.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     7.220    0.080    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
 5220   C      5986270     5986270_blend   2.858   0.067   215.9    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     3.270    0.050    99.990   99.990    99.990   99.990    99.990   99.990     2.776    0.010    99.990   99.990    99.990   99.990
 5222   B      6021840     6021840_blend   3.105   0.050   217.7    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.772    0.041    99.990   99.990    99.990   99.990
 5232   B      6047853     6047853_blend   1.750   0.050   200.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.670    0.190    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
 5236   B      6067545     6067545_blend   1.943   0.050   283.4    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.398    0.028
 5239   B      6118840     6118840_blend   3.720   0.050   248.3    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.125    0.026    99.990   99.990    99.990   99.990
 5242   B      6143819     6143819_blend   2.217   0.061   132.5    1.2     0.071    0.033     0.049    0.035     0.077    0.027    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     0.022    0.010    99.990   99.990    99.990   99.990
 5243   B      6145939     6145939_blend   0.770   0.050    17.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     0.550    0.030    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990
 5243   C      6145939     6145939_blend   2.453   0.079   130.7    4.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.530    0.080    99.990   99.990    99.990   99.990    99.990   99.990     5.396    0.034    99.990   99.990    99.990   99.990
 5253   B      6263468     6263468_blend   2.405   0.050   178.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.742    0.089    99.990   99.990    99.990   99.990
 5259   B      6289459     6289459_blend   2.418   0.050   333.8    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     1.355    0.010    99.990   99.990    99.990   99.990
 5267   B      6350031     6350031_blend   3.178   0.050   248.2    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.912    0.117    99.990   99.990    99.990   99.990
 5272   B      6364143     6364143_blend   3.742   0.050   207.4    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.426    0.107    99.990   99.990    99.990   99.990
 5279   B      6387557     6387557_blend   3.412   0.050    40.5    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     4.500    0.093    99.990   99.990    99.990   99.990
 5285   B      6447372     6447372_blend   2.901   0.050   295.5    1.0     0.626    0.048     1.511    0.043     1.778    0.034    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     2.253    0.013    99.990   99.990    99.990   99.990
 5297   B      6543192     6543192_blend   3.765   0.050   141.0    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     5.170    0.127    99.990   99.990    99.990   99.990
 5298   B      6543674     6543674_blend   3.489   0.050   197.7    1.0    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990    99.990   99.990     6.067    0.171    99.990   99.990    99.990   99.990
